Rk,,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1,Wilson Chandler\chandwi01,29,71,2197,14.9,.545,.347,.207,5.2,17.8,11.6,9.8,1.1,1.1,10.0,22.0,,2.4,1.1,3.5,.077,,0.5,-1.4,-0.9,0.6
2,Danilo Gallinari\gallida01,28,63,2134,17.4,.622,.432,.516,2.0,14.7,8.4,9.1,0.9,0.5,8.2,20.0,,6.2,0.7,6.8,.154,,2.9,-2.1,0.8,1.5
3,Jameer Nelson\nelsoja01,34,75,2045,11.5,.544,.452,.104,1.5,8.8,5.2,26.0,1.3,0.3,16.8,15.8,,2.3,0.5,2.8,.066,,0.4,-2.3,-2.0,0.0
4,Nikola Jokic\jokicni01,21,73,2038,26.3,.640,.163,.267,11.6,27.2,19.5,28.8,1.5,2.1,15.2,23.5,,7.7,2.0,9.7,.228,,6.2,2.2,8.4,5.3
5,Gary Harris\harriga01,22,57,1782,16.5,.611,.400,.210,3.0,8.0,5.5,13.6,1.9,0.3,9.8,18.4,,3.9,0.7,4.6,.124,,3.1,-1.6,1.5,1.6
6,Jamal Murray\murraja01,19,82,1764,11.9,.518,.471,.164,2.6,10.7,6.7,14.0,1.4,1.1,12.6,21.6,,0.6,0.7,1.3,.037,,-0.5,-2.1,-2.6,-0.3
7,Will Barton\bartowi01,26,60,1705,15.5,.547,.353,.285,3.8,12.9,8.4,17.7,1.4,1.3,11.5,21.1,,2.5,0.8,3.3,.093,,1.3,-1.0,0.3,1.0
8,Emmanuel Mudiay\mudiaem01,20,55,1406,10.9,.483,.323,.303,2.3,11.6,7.0,21.8,1.4,0.7,16.5,22.6,,-0.4,0.5,0.2,.006,,-2.0,-1.7,-3.7,-0.6
9,Kenneth Faried\farieke01,27,61,1296,20.3,.588,.014,.454,15.8,23.6,19.7,6.3,1.6,2.4,10.6,18.3,,3.3,1.2,4.5,.168,,0.9,-0.1,0.8,0.9
10,Juan Hernangomez\hernaju01,21,62,842,13.4,.592,.504,.339,5.7,18.7,12.3,4.7,1.7,1.1,10.7,14.6,,1.2,0.6,1.8,.104,,-0.1,-1.2,-1.3,0.1
11,Jusuf Nurkic\nurkiju01,22,45,807,15.0,.515,.000,.379,12.3,23.2,17.8,11.1,1.5,3.5,18.9,22.6,,-0.2,0.8,0.6,.034,,-3.2,1.0,-2.3,-0.1
12,Darrell Arthur\arthuda01,28,41,639,12.8,.583,.544,.102,4.4,14.9,9.7,9.3,1.5,2.5,13.8,17.3,,0.6,0.4,1.1,.081,,0.3,-0.6,-0.3,0.3
13,Mason Plumlee\plumlma01,26,27,632,16.3,.571,.006,.420,8.8,21.3,15.1,15.9,1.5,3.6,17.7,17.5,,0.8,0.6,1.4,.107,,-0.7,2.2,1.5,0.6
14,Malik Beasley\beaslma01,20,22,165,13.7,.536,.384,.137,3.4,8.0,5.7,10.2,2.1,0.0,9.4,22.0,,0.1,0.1,0.2,.057,,-0.5,-3.5,-3.9,-0.1
15,Mike Miller\millemi01,36,20,151,7.6,.586,.870,.087,1.5,26.1,13.9,18.3,0.6,0.0,35.2,10.4,,0.0,0.1,0.1,.018,,-3.2,-0.8,-4.1,-0.1
16,Alonzo Gee\geeal01,29,13,89,3.1,.306,.214,.643,5.0,13.5,9.3,8.2,2.7,0.9,18.2,10.5,,-0.1,0.1,-0.1,-0.032,,-5.6,1.0,-4.6,-0.1
17,Johnny O'Bryant\obryajo01,23,7,46,14.4,.597,.200,.267,12.1,14.3,13.2,6.2,0.0,1.7,15.2,18.3,,0.1,0.0,0.1,.096,,-0.8,-3.2,-4.0,0.0
18,Roy Hibbert\hibbero01,30,6,11,16.3,.667,.000,.000,10.1,10.0,10.0,13.5,0.0,14.1,25.0,15.5,,0.0,0.0,0.0,.119,,-1.9,5.1,3.2,0.0
19,Jarnell Stokes\stokeja01,23,2,7,31.5,.798,.000,2.000,15.9,15.6,15.8,40.1,7.0,0.0,0.0,11.4,,0.1,0.0,0.1,.480,,11.8,3.6,15.4,0.0
