Rk,,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1,Arron Afflalo\afflaar01,28,73,2552,16.0,.574,.297,.332,1.4,10.2,5.8,16.9,0.7,0.1,11.2,23.3,,4.3,1.0,5.3,.099,,1.7,-2.3,-0.6,0.9
2,Victor Oladipo\oladivi01,21,80,2487,13.6,.514,.241,.340,1.9,13.1,7.5,21.9,2.7,1.2,19.2,24.4,,-1.4,2.8,1.3,.026,,-1.6,0.8,-0.8,0.8
3,Jameer Nelson\nelsoja01,31,68,2179,13.9,.515,.523,.150,1.5,10.5,6.0,35.1,1.2,0.2,17.3,20.1,,1.6,1.2,2.8,.062,,1.1,-2.2,-1.1,0.5
4,Maurice Harkless\harklma01,20,80,1950,11.8,.542,.319,.296,4.0,11.4,7.7,6.4,2.6,2.0,13.6,14.8,,0.6,2.1,2.8,.068,,-1.6,1.5,0.0,1.0
5,Tobias Harris\harrito02,21,61,1850,16.5,.542,.176,.341,5.4,20.6,13.0,7.7,1.1,1.0,8.7,22.2,,2.4,1.7,4.1,.107,,-0.8,-1.0,-1.7,0.1
6,Nikola Vucevic\vucevni01,23,57,1812,18.8,.536,.000,.197,11.5,27.6,19.5,10.2,1.7,2.0,12.9,21.8,,1.8,2.6,4.4,.116,,-1.0,1.5,0.5,1.2
7,E'Twaun Moore\mooreet01,24,79,1506,11.1,.513,.353,.149,2.2,8.1,5.1,11.8,2.0,0.7,10.2,16.4,,0.6,1.1,1.7,.055,,-1.5,-0.8,-2.3,-0.1
8,Glen Davis\davisgl01,28,45,1354,13.7,.485,.020,.223,7.2,16.4,11.8,8.8,1.7,1.3,9.5,20.9,,0.2,1.3,1.5,.053,,-2.5,0.2,-2.3,-0.1
9,Kyle O'Quinn\oquinky01,23,69,1188,16.5,.526,.008,.224,9.5,25.2,17.3,10.9,1.7,5.8,16.1,18.6,,0.5,2.0,2.5,.101,,-3.1,3.6,0.5,0.7
10,Andrew Nicholson\nichoan01,24,76,1174,9.9,.489,.212,.136,5.1,19.5,12.3,3.5,0.8,1.5,10.3,19.3,,-0.4,1.0,0.6,.025,,-4.7,-2.0,-6.7,-1.4
11,Doron Lamb\lambdo01,22,53,695,7.5,.543,.563,.225,1.3,6.7,4.0,9.3,0.8,0.1,13.3,13.3,,0.3,0.2,0.5,.036,,-2.2,-2.4,-4.6,-0.4
12,Jason Maxiell\maxieja01,30,34,488,8.1,.459,.000,.295,6.5,13.5,10.0,2.8,0.8,3.2,10.6,12.4,,-0.1,0.4,0.3,.029,,-5.3,0.3,-5.0,-0.4
13,Ronnie Price\pricero01,30,31,377,7.6,.379,.467,.141,2.4,10.5,6.5,25.6,3.4,0.4,21.0,15.0,,-0.5,0.4,-0.1,-0.007,,-4.0,0.2,-3.8,-0.2
14,Dewayne Dedmon\dedmode01,24,16,234,12.5,.488,.000,.321,13.0,24.8,18.9,1.3,1.5,4.4,13.0,13.5,,0.1,0.4,0.5,.096,,-5.1,0.4,-4.6,-0.2
15,Solomon Jones\jonesso01,29,11,85,5.8,.373,.000,.235,10.6,10.7,10.7,3.4,1.2,1.8,9.6,11.1,,0.0,0.1,0.0,.013,,-5.3,-0.2,-5.5,-0.1
16,Adonis Thomas\thomaad01,20,4,24,5.8,.371,.333,.111,0.0,14.2,7.1,13.2,0.0,0.0,0.0,17.9,,0.0,0.0,0.0,-0.031,,-5.3,-3.8,-9.1,0.0
