Rk,,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1,Kemba Walker\walkeke02,25,81,2885,20.8,.554,.368,.329,2.1,11.5,6.8,25.7,2.2,1.1,10.1,26.5,,6.3,3.6,9.9,.165,,4.0,0.0,4.0,4.4
2,Nicolas Batum\batumni01,27,70,2448,15.6,.546,.457,.220,2.4,16.8,9.6,26.9,1.3,1.4,17.6,21.4,,2.0,2.9,5.0,.097,,1.1,0.9,2.0,2.5
3,Marvin Williams\willima02,29,81,2338,16.8,.585,.506,.193,5.9,18.6,12.2,7.6,1.2,2.7,7.1,16.8,,4.7,3.2,7.8,.161,,1.7,1.0,2.7,2.7
4,Jeremy Lin\linje01,27,78,2048,13.8,.534,.310,.401,2.2,11.4,6.8,18.6,1.4,1.7,14.9,22.2,,1.3,2.3,3.5,.082,,-0.9,-0.2,-1.1,0.5
5,Cody Zeller\zelleco01,23,73,1774,16.1,.592,.023,.531,8.4,19.7,14.0,6.3,1.6,2.9,11.2,15.4,,3.6,2.7,6.3,.169,,-1.0,2.0,1.0,1.3
6,Frank Kaminsky\kaminfr01,22,81,1708,12.5,.513,.385,.282,4.4,17.2,10.7,9.0,1.1,2.0,8.9,17.1,,1.2,2.1,3.3,.093,,-1.6,0.4,-1.2,0.3
7,Jeremy Lamb\lambje01,23,66,1227,15.9,.529,.355,.173,3.9,18.7,11.2,10.9,1.7,2.0,8.4,22.0,,1.0,1.8,2.7,.107,,-0.6,0.1,-0.5,0.4
8,Al Jefferson\jeffeal01,31,47,1096,18.2,.507,.000,.220,5.6,24.6,15.0,11.8,1.4,3.0,5.8,24.2,,1.0,1.8,2.8,.123,,-2.3,1.2,-1.1,0.2
9,Spencer Hawes\hawessp01,27,57,1035,12.4,.508,.333,.212,5.3,20.6,12.9,16.3,1.1,2.1,14.8,17.1,,0.6,1.4,1.9,.090,,-1.9,1.3,-0.6,0.4
10,P.J. Hairston\hairspj02,23,48,938,7.4,.486,.623,.152,2.1,13.0,7.5,4.7,1.3,0.6,7.5,15.3,,-0.1,1.0,0.9,.044,,-2.2,-1.0,-3.2,-0.3
11,Courtney Lee\leeco01,30,28,845,11.2,.540,.359,.118,1.3,10.1,5.6,10.9,2.0,1.2,9.0,13.6,,0.7,1.0,1.6,.094,,-0.9,1.0,0.2,0.5
12,Troy Daniels\danietr01,24,43,476,14.9,.634,.652,.048,1.6,11.6,6.5,7.6,1.2,0.5,11.2,20.4,,0.6,0.4,1.1,.110,,1.6,-2.7,-1.1,0.1
13,Tyler Hansbrough\hansbty01,30,44,343,12.5,.522,.042,.915,12.6,15.8,14.2,3.5,1.8,1.7,10.8,14.7,,0.5,0.5,1.0,.134,,-2.6,-0.1,-2.7,-0.1
14,Brian Roberts\roberbr01,30,30,333,13.9,.552,.235,.322,1.3,8.3,4.8,18.7,1.1,0.2,10.9,19.9,,0.5,0.3,0.8,.108,,-1.2,-2.6,-3.8,-0.2
15,Michael Kidd-Gilchrist\kiddgmi01,22,7,205,16.9,.603,.115,.475,6.3,17.8,12.0,7.3,0.7,1.2,9.8,18.0,,0.4,0.2,0.6,.152,,-0.7,-0.7,-1.4,0.0
16,Aaron Harrison\harriaa01,21,21,93,4.3,.371,.526,.632,4.7,13.1,8.8,3.0,3.2,0.0,14.1,13.7,,-0.2,0.1,0.0,-0.014,,-5.6,0.1,-5.5,-0.1
17,Jorge Gutierrez\gutiejo01,27,12,63,19.1,.694,.182,1.000,0.0,12.3,6.1,40.3,2.4,0.0,27.5,15.6,,0.2,0.1,0.3,.201,,-0.8,-2.4,-3.2,0.0
