Rk,,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1,James Harden\hardeja01,26,82,3125,25.3,.598,.406,.518,2.2,15.6,8.8,35.4,2.2,1.4,15.9,32.5,,10.7,2.6,13.3,.204,,7.1,-0.4,6.7,6.9
2,Trevor Ariza\arizatr01,30,81,2859,12.9,.551,.581,.187,2.6,11.6,7.1,10.0,2.8,0.8,10.8,15.7,,3.1,2.3,5.4,.090,,1.2,0.3,1.5,2.5
3,Dwight Howard\howardw01,30,71,2280,18.9,.604,.010,.790,11.4,29.1,20.2,7.0,1.5,4.1,17.0,18.4,,3.5,3.1,6.6,.138,,-1.1,1.8,0.6,1.5
4,Patrick Beverley\beverpa01,27,71,2041,13.0,.553,.522,.148,3.9,9.6,6.8,17.9,2.3,1.1,12.6,15.3,,3.1,1.3,4.4,.102,,1.4,-0.3,1.1,1.6
5,Corey Brewer\breweco01,29,82,1669,9.9,.481,.406,.254,2.8,10.4,6.6,10.0,2.5,0.9,11.3,17.8,,0.1,1.2,1.2,.035,,-2.2,-1.0,-3.1,-0.5
6,Clint Capela\capelca01,21,77,1471,18.3,.553,.003,.531,14.4,22.7,18.5,5.1,2.0,5.2,10.9,16.1,,2.4,2.0,4.4,.144,,-1.2,1.7,0.5,0.9
7,Jason Terry\terryja01,38,72,1258,10.2,.540,.694,.088,1.2,5.7,3.5,12.4,1.8,0.6,11.1,15.0,,1.1,0.4,1.5,.057,,-0.2,-2.6,-2.8,-0.3
8,Ty Lawson\lawsoty01,28,53,1176,8.9,.480,.328,.279,1.9,6.5,4.2,22.3,1.8,0.4,20.3,14.8,,0.0,0.4,0.4,.017,,-2.9,-2.2,-5.1,-0.9
9,Terrence Jones\joneste01,24,50,1044,13.5,.519,.215,.316,6.5,15.9,11.1,6.3,1.1,3.1,10.5,19.3,,0.8,0.7,1.5,.068,,-2.4,-1.0,-3.4,-0.4
10,Marcus Thornton\thornma01,28,47,885,14.6,.512,.497,.133,3.8,10.5,7.2,12.8,1.9,0.3,8.0,24.3,,0.9,0.4,1.3,.072,,0.8,-3.3,-2.5,-0.1
11,Donatas Motiejunas\motiedo01,25,37,547,11.3,.504,.278,.259,7.4,14.6,11.0,12.2,1.5,0.8,16.2,21.4,,0.0,0.3,0.3,.026,,-2.5,-1.9,-4.3,-0.3
12,Josh Smith\smithjo03,30,23,421,7.7,.419,.503,.148,4.7,12.9,8.8,17.7,1.9,2.6,16.7,22.1,,-0.7,0.3,-0.4,-0.040,,-3.4,-0.7,-4.1,-0.2
13,Montrezl Harrell\harremo01,22,39,379,14.6,.635,.011,.511,7.2,11.7,9.5,7.2,1.4,2.4,13.4,14.5,,0.7,0.2,0.9,.118,,-1.2,-0.7,-1.9,0.0
14,Michael Beasley\beaslmi01,27,20,363,22.5,.563,.044,.239,8.8,21.1,14.9,9.1,1.5,2.1,9.6,29.7,,0.6,0.3,1.0,.128,,-0.8,-2.5,-3.4,-0.1
15,K.J. McDaniels\mcdankj01,22,37,235,10.6,.522,.347,.417,7.5,12.3,9.9,6.5,1.5,2.1,16.6,18.7,,0.1,0.1,0.2,.043,,-3.1,-1.9,-5.0,-0.2
16,Andrew Goudelock\goudean01,27,8,50,12.4,.506,.450,.200,2.2,2.2,2.2,13.3,5.9,3.3,24.3,24.8,,-0.1,0.1,0.0,-0.033,,-4.1,0.6,-3.6,0.0
17,Chuck Hayes\hayesch01,32,2,24,1.6,.694,.000,1.000,0.0,37.0,18.4,11.3,0.0,0.0,51.0,10.5,,0.0,0.0,0.0,-0.016,,-8.9,-0.6,-9.4,0.0
18,Sam Dekker\dekkesa01,21,3,6,10.8,,,,0.0,18.5,9.2,0.0,8.2,0.0,,0.0,,0.0,0.0,0.0,.116,,-5.3,5.8,0.5,0.0
