Rk,,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1,Jeff Green\greenje02,27,82,2805,13.1,.520,.338,.304,2.1,13.6,7.7,8.4,1.0,1.3,11.1,23.6,,1.3,2.0,3.3,.057,,-0.7,-1.3,-2.1,0.0
2,Brandon Bass\bassbr01,28,82,2266,15.0,.549,.008,.330,7.8,15.9,11.8,6.4,0.8,2.4,10.9,18.2,,3.2,1.9,5.1,.107,,-1.3,0.2,-1.2,0.5
3,Jared Sullinger\sullija01,21,74,2041,16.4,.497,.231,.226,13.0,20.6,16.7,10.1,0.9,1.8,10.7,24.1,,1.9,2.0,3.9,.091,,0.3,-0.6,-0.3,0.9
4,Avery Bradley\bradlav01,23,60,1855,12.7,.510,.242,.136,2.9,11.2,6.9,8.1,1.7,0.5,9.9,23.2,,0.4,1.4,1.8,.046,,-1.1,-1.4,-2.5,-0.2
5,Gerald Wallace\wallage01,31,58,1416,10.0,.543,.278,.439,2.8,14.5,8.5,14.9,2.7,0.8,26.1,11.6,,-0.3,1.6,1.3,.043,,-2.5,2.2,-0.3,0.6
6,Kelly Olynyk\olynyke01,22,70,1400,15.2,.546,.227,.243,11.0,18.8,14.8,13.1,1.3,1.5,16.0,21.0,,1.5,1.4,2.9,.101,,0.3,0.2,0.5,0.9
7,Kris Humphries\humphkr01,28,69,1376,18.2,.552,.004,.312,10.2,24.0,16.9,8.2,1.2,3.4,10.9,19.0,,2.3,1.8,4.1,.143,,-1.2,1.2,0.0,0.7
8,Jordan Crawford\crawfjo02,25,39,1198,15.7,.525,.345,.277,1.7,10.0,5.7,31.0,1.5,0.2,14.1,22.0,,1.7,0.7,2.4,.096,,1.6,-1.9,-0.3,0.5
9,Phil Pressey\pressph01,22,75,1132,8.8,.390,.419,.178,1.9,8.8,5.3,30.8,3.1,0.3,24.2,14.1,,-1.0,1.1,0.1,.005,,-3.7,-0.6,-4.4,-0.7
10,Jerryd Bayless\bayleje01,25,41,1036,12.5,.514,.341,.161,1.5,8.1,4.7,20.4,2.0,0.3,12.9,19.9,,0.7,0.7,1.4,.064,,-0.2,-1.5,-1.7,0.1
11,Rajon Rondo\rondora01,27,30,998,15.3,.461,.257,.191,2.4,16.6,9.3,47.7,2.1,0.2,20.7,21.3,,0.2,1.0,1.1,.054,,0.2,-0.2,0.0,0.5
12,Chris Johnson\johnsch04,23,40,789,10.8,.537,.593,.201,4.3,9.8,7.0,6.0,1.8,0.4,8.6,14.3,,0.9,0.5,1.4,.085,,0.1,-0.9,-0.8,0.2
13,Courtney Lee\leeco01,28,30,504,14.6,.573,.284,.120,1.8,9.5,5.5,10.9,2.0,1.4,11.5,19.2,,0.6,0.4,1.0,.094,,-0.4,-0.9,-1.2,0.1
14,Vitor Faverani\favervi01,25,37,488,11.0,.502,.272,.252,9.5,20.6,14.9,5.2,1.5,4.3,20.1,18.6,,-0.3,0.7,0.3,.031,,-4.2,1.1,-3.1,-0.1
15,Joel Anthony\anthojo01,31,21,149,8.1,.384,.000,.231,9.6,14.1,11.8,1.9,1.0,4.1,6.5,9.1,,0.0,0.1,0.1,.043,,-5.3,1.1,-4.2,-0.1
16,Chris Babb\babbch01,23,14,132,3.7,.367,.900,.000,3.3,11.5,7.3,3.3,2.3,0.0,9.1,11.1,,-0.1,0.1,0.0,-0.008,,-3.7,-0.7,-4.4,-0.1
17,MarShon Brooks\brookma01,25,10,73,10.7,.514,.167,.583,1.5,28.8,14.8,8.6,0.7,1.1,18.8,22.6,,-0.1,0.1,0.0,.017,,-6.7,-1.6,-8.3,-0.1
18,Keith Bogans\boganke01,33,6,55,9.9,.820,1.000,.500,0.0,6.4,3.1,7.7,0.9,0.0,12.0,6.7,,0.1,0.0,0.1,.121,,0.1,-2.2,-2.1,0.0
19,Vander Blue\blueva01,21,3,15,0.5,.403,.250,1.250,0.0,23.4,11.4,10.7,0.0,0.0,24.4,24.3,,-0.1,0.0,-0.1,-0.214,,-10.9,-3.1,-13.9,0.0
