Rk,,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1,Evan Fournier\fournev01,23,79,2566,14.6,.587,.420,.256,1.4,8.4,4.9,12.8,1.9,0.1,11.4,20.1,,4.0,1.7,5.7,.106,,2.1,-1.5,0.7,1.7
2,Victor Oladipo\oladivi01,23,72,2379,16.7,.534,.291,.255,2.2,14.0,8.0,18.6,2.4,1.9,12.4,22.9,,2.2,2.7,4.9,.099,,1.0,0.8,1.8,2.3
3,Elfrid Payton\paytoel01,21,73,2145,13.9,.478,.126,.260,3.9,9.6,6.7,32.8,2.1,0.8,17.9,20.4,,0.5,1.7,2.2,.050,,-0.9,-0.5,-1.3,0.4
4,Nikola Vucevic\vucevni01,25,65,2037,21.1,.531,.009,.143,9.3,22.2,15.7,15.9,1.3,2.8,10.0,26.8,,2.8,2.4,5.2,.122,,0.7,1.1,1.8,2.0
5,Aaron Gordon\gordoaa01,20,78,1863,17.0,.541,.245,.333,9.0,21.3,15.1,10.3,1.6,2.4,9.0,17.3,,3.2,2.2,5.4,.139,,0.6,1.2,1.8,1.8
6,Tobias Harris\harrito02,23,49,1610,15.0,.550,.279,.283,4.8,18.9,11.8,9.3,1.5,1.4,11.4,18.9,,1.7,1.6,3.3,.099,,-0.1,0.4,0.3,0.9
7,Mario Hezonja\hezonma01,20,79,1413,9.4,.541,.459,.129,2.2,11.8,6.9,11.2,1.4,1.0,18.0,16.9,,-0.1,1.0,0.9,.029,,-1.9,-0.9,-2.8,-0.3
8,Jason Smith\smithja02,29,76,1181,14.6,.513,.032,.133,4.9,15.8,10.3,8.6,1.4,4.6,9.7,22.1,,0.4,1.4,1.8,.072,,-3.1,0.6,-2.5,-0.1
9,Andrew Nicholson\nichoan01,26,56,823,14.8,.567,.368,.210,4.5,22.8,13.5,4.8,0.6,2.2,10.8,20.4,,0.8,0.8,1.6,.092,,-1.7,-2.0,-3.7,-0.4
10,Channing Frye\fryech01,32,44,754,11.8,.586,.651,.113,3.3,17.6,10.4,8.4,1.4,2.2,13.3,13.2,,0.8,0.8,1.5,.097,,-0.3,0.4,0.1,0.4
11,Dewayne Dedmon\dedmode01,26,58,705,17.0,.606,.000,.429,10.4,25.7,17.9,2.7,1.6,5.4,13.2,15.2,,1.2,1.1,2.4,.162,,-2.6,1.3,-1.3,0.1
12,C.J. Watson\watsocj01,31,33,656,8.6,.461,.350,.285,1.7,9.6,5.6,18.1,1.4,0.6,14.0,12.1,,0.2,0.4,0.6,.047,,-2.5,-0.8,-3.3,-0.2
13,Shabazz Napier\napiesh01,24,55,600,9.6,.460,.517,.224,1.6,8.6,5.1,23.1,1.9,0.1,17.2,19.7,,-0.3,0.4,0.1,.004,,-2.3,-2.6,-4.9,-0.4
14,Brandon Jennings\jennibr01,26,25,452,14.3,.490,.484,.248,2.7,9.7,6.1,32.4,2.0,0.9,16.4,20.9,,0.3,0.4,0.7,.071,,0.4,-1.9,-1.6,0.0
15,Ersan Ilyasova\ilyaser01,28,22,447,14.7,.515,.288,.294,11.0,19.1,15.0,4.0,1.6,1.1,6.5,18.3,,0.6,0.5,1.1,.117,,-0.5,-1.6,-2.1,0.0
16,Devyn Marble\marblde01,23,28,249,5.2,.368,.451,.338,2.6,14.4,8.5,6.6,2.6,0.3,7.9,15.7,,-0.4,0.3,-0.1,-0.026,,-4.8,-0.6,-5.5,-0.2
17,Keith Appling\applike01,23,5,27,-4.8,.338,.375,.250,0.0,4.2,2.1,5.0,1.9,0.0,25.3,19.5,,-0.1,0.0,-0.1,-0.199,,-10.3,-2.7,-13.0,-0.1
