Rk,,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1,Hollis Thompson\thompho01,24,77,2154,9.2,.525,.576,.141,2.6,11.4,6.9,7.4,0.8,0.8,9.5,16.2,,0.7,0.5,1.2,.026,,-1.1,-2.0,-3.1,-0.6
2,Jerami Grant\grantje01,21,77,2066,12.6,.506,.244,.538,5.0,14.3,9.5,10.4,1.3,4.7,12.9,18.0,,0.5,1.6,2.1,.050,,-2.6,1.3,-1.3,0.4
3,Isaiah Canaan\canaais01,24,77,1966,11.1,.528,.672,.249,1.1,8.8,4.8,11.3,1.4,0.5,10.2,19.9,,0.9,0.5,1.4,.035,,0.2,-2.9,-2.7,-0.4
4,Nerlens Noel\noelne01,21,67,1965,16.2,.544,.003,.387,8.2,22.2,15.0,10.5,2.9,3.9,18.7,18.8,,0.3,2.8,3.0,.074,,-2.7,3.4,0.7,1.3
5,Robert Covington\covinro01,25,67,1903,13.2,.543,.677,.249,3.6,20.9,12.0,8.4,2.7,1.6,15.3,21.5,,-0.1,2.1,2.0,.050,,-0.2,0.0,-0.2,0.9
6,Nik Stauskas\stausni01,22,73,1809,9.2,.517,.596,.217,1.3,10.0,5.5,12.0,1.2,0.8,13.6,16.7,,0.0,0.5,0.5,.012,,-1.7,-1.9,-3.6,-0.7
7,Ish Smith\smithis01,27,50,1622,14.4,.460,.185,.180,1.9,12.8,7.1,37.9,1.9,0.8,14.0,25.0,,-0.6,0.9,0.4,.011,,-0.8,-1.2,-2.0,0.0
8,T.J. McConnell\mccontj01,23,81,1606,14.5,.511,.192,.088,2.8,14.5,8.5,37.2,2.9,0.5,22.5,17.0,,0.6,1.4,1.9,.058,,-1.7,-0.4,-2.1,0.0
9,Jahlil Okafor\okafoja01,20,53,1591,17.1,.536,.008,.248,8.1,17.8,12.8,8.2,0.7,2.9,12.5,27.3,,0.3,0.9,1.2,.037,,-2.6,-1.5,-4.1,-0.8
10,Richaun Holmes\holmeri01,22,51,702,15.9,.564,.198,.333,9.3,11.7,10.5,8.0,1.3,4.3,11.2,17.9,,1.0,0.5,1.5,.103,,-1.0,0.0,-0.9,0.2
11,JaKarr Sampson\sampsja02,22,47,691,7.7,.490,.168,.480,4.6,16.1,10.2,6.9,0.8,1.8,17.2,18.7,,-0.6,0.3,-0.3,-0.021,,-5.8,-1.6,-7.3,-0.9
12,Carl Landry\landrca01,32,36,569,22.4,.605,.052,.364,9.1,19.2,14.0,11.1,1.0,1.2,7.1,24.0,,1.8,0.3,2.1,.176,,1.5,-2.3,-0.7,0.2
13,Kendall Marshall\marshke01,24,30,400,6.7,.449,.415,.110,0.5,7.3,3.8,28.4,2.0,0.4,25.8,18.3,,-0.7,0.1,-0.5,-0.064,,-5.5,-3.3,-8.8,-0.7
14,Elton Brand\brandel01,36,17,225,11.4,.461,.014,.125,4.2,27.0,15.2,13.1,2.0,2.7,12.6,16.9,,-0.1,0.3,0.2,.036,,-5.5,1.5,-4.0,-0.1
15,Phil Pressey\pressph01,24,14,170,11.8,.437,.236,.327,0.0,15.2,7.4,43.2,3.2,0.4,23.2,21.1,,-0.2,0.2,0.0,-0.014,,-4.2,-1.5,-5.7,-0.2
16,Christian Wood\woodch01,20,17,145,16.4,.490,.208,.396,9.4,19.4,14.3,3.5,1.7,3.7,3.1,19.4,,0.2,0.1,0.3,.097,,-2.9,-1.6,-4.5,-0.1
17,Tony Wroten\wroteto01,22,8,144,1.8,.412,.262,.569,1.5,14.9,7.9,23.3,1.0,0.0,26.3,33.5,,-0.8,0.0,-0.8,-0.263,,-9.9,-3.5,-13.4,-0.4
18,Sonny Weems\weemsso01,29,7,78,0.8,.388,.429,.095,1.3,15.9,8.4,3.9,0.0,0.0,15.5,14.5,,-0.2,0.0,-0.2,-0.104,,-8.2,-3.5,-11.7,-0.2
