Rk,,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1,Harrison Barnes\barneha02,24,79,2803,16.3,.541,.173,.220,3.7,13.1,8.2,7.7,1.2,0.5,6.8,25.3,,2.5,2.1,4.6,.078,,-0.7,-1.2,-1.9,0.1
2,Wesley Matthews\matthwe02,30,73,2495,11.9,.533,.566,.211,0.8,11.8,6.0,13.6,1.6,0.5,9.9,19.4,,1.0,2.1,3.1,.060,,0.2,-0.1,0.1,1.3
3,Seth Curry\curryse01,26,70,2029,15.5,.601,.458,.142,1.4,9.3,5.1,16.0,2.0,0.3,11.0,19.5,,2.9,1.7,4.6,.110,,1.8,-0.4,1.4,1.7
4,Dorian Finney-Smith\finnedo01,23,81,1642,7.7,.486,.574,.183,3.7,12.4,7.9,6.0,1.6,1.4,11.1,11.6,,-0.1,1.5,1.4,.041,,-2.8,1.3,-1.4,0.2
5,Dirk Nowitzki\nowitdi01,38,54,1424,17.0,.529,.308,.165,1.8,28.3,14.4,10.6,1.1,2.4,6.6,25.8,,0.6,1.9,2.5,.084,,-1.6,0.3,-1.3,0.2
6,Dwight Powell\poweldw01,25,77,1333,17.6,.588,.196,.374,7.7,19.5,13.3,6.1,2.4,2.6,7.2,16.7,,2.7,1.9,4.6,.165,,-0.5,1.9,1.4,1.2
7,Deron Williams\willide01,32,40,1171,15.0,.533,.400,.185,1.2,9.3,5.1,40.1,1.1,0.2,16.7,23.7,,1.1,0.7,1.8,.073,,1.0,-2.4,-1.4,0.2
8,Devin Harris\harride01,33,65,1087,13.8,.549,.519,.378,1.1,13.0,6.8,20.0,2.1,0.6,12.5,19.7,,1.1,1.1,2.2,.096,,-0.1,-0.3,-0.4,0.4
9,Yogi Ferrell\ferreyo01,23,36,1046,14.1,.541,.432,.212,1.7,9.7,5.5,24.1,2.0,0.6,12.9,19.5,,1.0,0.9,2.0,.090,,0.5,-0.3,0.2,0.6
10,Salah Mejri\mejrisa01,30,73,905,14.8,.650,.022,.445,11.9,28.4,19.8,2.4,1.8,6.1,19.6,10.6,,1.3,1.7,3.0,.159,,-3.6,3.8,0.2,0.5
11,J.J. Barea\bareajo01,32,35,771,17.2,.521,.431,.149,1.3,11.9,6.3,44.2,0.9,0.1,14.7,26.2,,0.8,0.5,1.3,.080,,2.0,-2.6,-0.5,0.3
12,Justin Anderson\anderju01,23,51,710,14.7,.521,.440,.318,6.1,18.9,12.2,7.6,2.1,2.0,11.2,23.6,,0.1,0.9,1.0,.067,,-1.8,-0.1,-2.0,0.0
13,Andrew Bogut\bogutan01,32,26,582,9.4,.460,.012,.136,10.7,34.0,21.7,12.3,1.2,3.9,33.4,10.4,,-0.3,1.0,0.7,.055,,-5.6,5.3,-0.3,0.3
14,Nicolas Brussino\brussni01,23,54,521,10.7,.498,.674,.156,5.5,16.2,10.6,13.9,1.7,1.4,14.7,16.0,,0.0,0.6,0.6,.055,,-1.7,0.7,-1.0,0.1
15,Nerlens Noel\noelne01,22,22,483,19.8,.606,.000,.358,10.8,26.0,18.0,7.0,2.4,4.5,12.4,17.3,,0.9,0.9,1.8,.178,,-1.3,3.8,2.5,0.5
16,Jonathan Gibson\gibsojo01,29,17,231,9.5,.492,.474,.305,0.5,11.1,5.5,18.8,1.8,0.0,16.3,26.3,,-0.3,0.2,-0.1,-0.030,,-3.3,-2.2,-5.5,-0.2
17,A.J. Hammons\hammoaj01,24,22,163,8.4,.472,.238,.476,5.4,21.0,12.8,3.8,0.3,7.2,16.4,17.6,,-0.2,0.2,0.0,-0.001,,-7.5,2.0,-5.6,-0.1
18,Jarrod Uthoff\uthofja01,23,9,115,13.9,.487,.237,.184,7.7,14.9,11.1,12.8,0.9,3.1,6.8,18.1,,0.1,0.1,0.2,.083,,-2.1,0.7,-1.4,0.0
19,Pierre Jackson\jackspi01,25,8,84,13.0,.416,.282,.179,1.3,11.6,6.2,38.0,1.2,0.0,6.7,25.3,,0.0,0.1,0.0,.021,,-1.7,-2.7,-4.4,-0.1
20,Quinn Cook\cookqu01,23,5,77,6.9,.522,.560,.080,0.0,4.8,2.3,25.7,0.7,0.0,23.6,20.7,,-0.1,0.0,-0.1,-0.046,,-4.2,-4.5,-8.7,-0.1
21,Quincy Acy\acyqu01,26,6,48,-1.4,.355,.412,.176,4.6,15.2,9.7,0.0,0.0,0.0,9.8,20.0,,-0.2,0.0,-0.1,-0.133,,-10.1,-6.0,-16.2,-0.2
22,DeAndre Liggins\liggide01,28,1,25,17.6,.546,.167,.500,13.3,19.5,16.3,0.0,4.2,0.0,0.0,13.8,,0.1,0.0,0.1,.194,,-1.9,-2.0,-3.9,0.0
23,Manny Harris\harrima01,27,4,25,-2.2,.239,.133,.267,13.3,29.3,20.9,12.7,0.0,0.0,10.7,35.4,,-0.2,0.0,-0.2,-0.364,,-15.1,-3.8,-18.8,-0.1
24,Ben Bentil\bentibe01,21,3,10,-17.6,.000,.333,.000,0.0,24.4,11.6,0.0,0.0,0.0,25.0,18.9,,-0.1,0.0,-0.1,-0.473,,-22.4,-4.5,-26.9,-0.1
