Rk,,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1,Kyle Korver\korveky01,33,75,2418,14.8,.699,.748,.197,0.7,13.3,7.2,12.1,1.1,1.5,14.1,14.4,,5.0,2.4,7.5,.148,,3.1,0.2,3.3,3.3
2,Paul Millsap\millspa01,29,73,2390,20.0,.565,.232,.362,6.9,20.0,13.6,15.4,2.8,2.4,13.3,23.8,,4.0,4.3,8.3,.166,,1.6,2.6,4.2,3.7
3,Al Horford\horfoal01,28,76,2318,21.4,.563,.037,.146,6.7,19.8,13.4,18.6,1.5,3.5,8.9,22.2,,5.1,3.6,8.7,.179,,1.3,2.5,3.8,3.4
4,Jeff Teague\teaguje01,26,73,2228,20.6,.566,.233,.360,1.6,7.7,4.7,37.9,2.9,1.2,16.6,25.3,,5.0,2.8,7.7,.166,,2.5,-0.7,1.8,2.1
5,DeMarre Carroll\carrode01,28,70,2189,15.9,.603,.466,.277,5.3,13.8,9.7,8.3,2.2,0.7,9.3,16.9,,4.3,2.8,7.0,.154,,2.4,0.5,2.9,2.7
6,Dennis Schroder\schrode01,21,77,1516,15.7,.516,.223,.269,2.3,9.9,6.2,34.6,1.7,0.2,16.8,27.0,,1.1,1.4,2.5,.080,,-0.4,-2.1,-2.4,-0.2
7,Kent Bazemore\bazemke01,25,75,1324,9.7,.520,.399,.302,1.9,16.8,9.6,8.6,2.0,2.1,16.3,15.5,,-0.4,1.9,1.6,.057,,-3.1,1.3,-1.8,0.1
8,Mike Scott\scottmi01,26,68,1123,15.1,.543,.424,.170,4.7,15.2,10.1,10.9,1.1,0.2,7.4,21.4,,1.6,1.1,2.7,.115,,0.6,-2.1,-1.6,0.1
9,Pero Antic\anticpe01,32,63,1037,9.5,.508,.584,.416,6.6,14.0,10.4,6.9,0.9,1.1,12.3,17.6,,0.5,1.0,1.5,.070,,-1.3,-1.4,-2.7,-0.2
10,Thabo Sefolosha\sefolth01,30,52,976,13.8,.506,.313,.233,6.4,19.3,13.1,11.2,2.8,1.8,12.2,14.6,,0.8,1.7,2.5,.121,,-1.2,2.5,1.3,0.8
11,Shelvin Mack\macksh01,24,55,833,13.2,.489,.435,.106,1.1,9.5,5.4,28.6,1.8,0.2,13.8,19.5,,0.5,0.8,1.3,.075,,-0.9,-2.2,-3.1,-0.2
12,Mike Muscala\muscami01,23,40,502,18.0,.608,.146,.166,12.2,14.8,13.5,8.0,1.6,3.2,11.5,16.7,,1.2,0.7,1.9,.179,,0.8,0.9,1.7,0.5
13,Elton Brand\brandel01,35,36,486,9.4,.457,.011,.242,6.8,16.4,11.8,6.4,1.8,4.3,14.6,11.6,,-0.1,0.8,0.7,.070,,-4.5,3.1,-1.4,0.1
14,John Jenkins\jenkijo01,23,24,297,15.9,.629,.525,.192,0.8,13.8,7.5,7.0,1.7,0.0,6.9,17.8,,0.6,0.3,0.9,.147,,1.1,-2.1,-0.9,0.1
15,Austin Daye\dayeau01,26,8,76,12.1,.484,.538,.077,6.2,14.6,10.5,16.0,2.7,2.2,15.7,19.2,,0.0,0.1,0.1,.068,,-1.3,0.9,-0.3,0.0
16,Adreian Payne\paynead01,23,3,19,2.9,.317,.143,.286,6.2,17.5,12.0,0.0,2.7,0.0,0.0,19.0,,0.0,0.0,0.0,-0.039,,-9.4,-4.5,-13.9,-0.1
