Rk,,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1,Jodie Meeks\meeksjo01,26,77,2556,14.7,.601,.453,.289,1.3,6.9,4.1,8.5,2.1,0.1,9.9,19.1,,3.8,0.7,4.5,.084,,2.2,-1.4,0.7,1.8
2,Wesley Johnson\johnswe01,26,79,2240,11.0,.522,.416,.118,3.3,13.3,8.3,8.2,1.9,2.5,11.6,15.1,,0.4,1.5,1.9,.041,,-1.1,1.3,0.2,1.2
3,Pau Gasol\gasolpa01,33,60,1884,19.3,.522,.016,.287,7.0,25.9,16.4,18.7,0.7,3.5,12.4,26.4,,1.3,1.7,3.0,.076,,-1.0,1.6,0.6,1.3
4,Nick Young\youngni01,28,64,1810,16.0,.564,.394,.321,1.7,8.1,4.9,9.0,1.2,0.5,8.6,26.8,,2.3,0.3,2.5,.067,,1.7,-3.6,-1.9,0.0
5,Kendall Marshall\marshke01,22,54,1564,12.6,.494,.425,.086,1.0,9.6,5.3,44.3,1.5,0.2,25.6,16.3,,0.6,0.3,0.9,.029,,-1.3,-3.2,-4.5,-1.0
6,Jordan Hill\hilljo01,26,72,1500,19.3,.579,.002,.347,13.8,24.3,19.0,5.9,0.9,3.1,11.1,19.7,,3.1,1.3,4.4,.141,,-0.5,-0.2,-0.7,0.5
7,Ryan Kelly\kellyry01,22,59,1312,12.6,.548,.383,.364,3.4,14.4,8.9,10.7,1.2,2.5,9.8,15.9,,1.5,0.7,2.2,.081,,-0.5,0.3,-0.2,0.6
8,Robert Sacre\sacrero01,24,65,1089,12.1,.513,.000,.313,8.0,16.9,12.5,7.0,1.1,3.1,11.4,15.5,,0.7,0.7,1.4,.061,,-3.1,0.7,-2.3,-0.1
9,Jordan Farmar\farmajo01,27,41,912,15.0,.533,.440,.162,2.3,9.8,6.1,34.6,2.0,0.6,19.6,23.2,,0.4,0.4,0.7,.039,,0.9,-2.0,-1.1,0.2
10,Xavier Henry\henryxa01,22,43,908,12.3,.511,.235,.513,2.9,10.5,6.7,8.8,2.4,0.6,11.9,23.1,,-0.1,0.5,0.3,.017,,-2.2,-1.4,-3.6,-0.4
11,Steve Blake\blakest01,33,27,891,12.1,.515,.562,.150,1.0,11.4,6.2,33.0,1.9,0.2,22.2,15.7,,0.4,0.3,0.8,.041,,-0.3,-1.3,-1.6,0.1
12,Shawne Williams\willish03,27,36,751,9.5,.503,.672,.104,3.6,20.2,11.9,5.7,1.2,2.9,9.5,12.9,,0.1,0.6,0.7,.045,,-1.9,0.7,-1.2,0.2
13,Chris Kaman\kamanch01,31,39,736,17.0,.537,.009,.197,7.8,25.4,16.6,14.1,0.7,3.9,16.4,26.7,,-0.2,0.7,0.5,.036,,-3.1,0.7,-2.4,-0.1
14,Kent Bazemore\bazemke01,24,23,643,13.3,.543,.362,.297,0.8,12.0,6.4,17.7,2.3,0.8,15.5,22.3,,0.0,0.4,0.4,.029,,-0.5,-0.7,-1.2,0.1
15,Steve Nash\nashst01,39,15,313,12.2,.488,.255,.255,1.4,8.5,4.9,40.3,1.1,0.5,22.9,18.9,,0.1,0.0,0.1,.017,,-2.5,-3.7,-6.2,-0.3
16,MarShon Brooks\brookma01,25,18,228,16.5,.578,.216,.295,3.7,10.3,7.0,15.2,2.6,0.9,14.6,22.3,,0.2,0.1,0.3,.072,,-0.2,-1.0,-1.3,0.0
17,Manny Harris\harrima01,24,9,180,10.9,.485,.286,.171,4.1,16.0,10.1,9.5,1.1,0.4,10.7,20.4,,-0.1,0.1,0.0,.002,,-2.9,-2.0,-4.9,-0.1
18,Kobe Bryant\bryanko01,35,6,177,10.7,.505,.219,.288,1.2,14.5,7.8,34.6,1.9,0.4,29.2,28.7,,-0.5,0.1,-0.4,-0.097,,-4.7,-1.3,-5.9,-0.2
19,Elias Harris\harriel01,24,2,11,7.6,.000,.000,.000,9.7,0.0,4.9,11.4,4.4,0.0,0.0,4.0,,0.0,0.0,0.0,.018,,-3.7,2.7,-0.9,0.0
