Rk,,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1,Hassan Whiteside\whiteha01,27,77,2513,22.6,.579,.000,.368,12.8,35.3,24.0,3.8,1.1,5.0,12.0,22.7,,4.2,5.3,9.5,.181,,-2.0,1.5,-0.5,0.9
2,Goran Dragic\dragigo01,30,73,2459,19.8,.575,.257,.335,2.8,9.9,6.3,29.0,1.8,0.4,14.1,27.1,,5.0,2.6,7.5,.147,,3.4,-0.7,2.7,2.9
3,Tyler Johnson\johnsty01,24,73,2178,15.9,.535,.303,.308,2.5,12.5,7.4,16.6,1.9,1.6,8.8,20.9,,3.1,2.7,5.8,.128,,0.7,0.8,1.5,1.9
4,James Johnson\johnsja01,29,76,2085,17.0,.564,.333,.280,3.5,16.6,10.0,20.9,1.8,3.2,16.5,22.0,,1.9,3.2,5.1,.117,,0.5,2.3,2.8,2.5
5,Rodney McGruder\mcgruro01,25,78,1966,9.1,.506,.478,.154,5.2,9.2,7.2,8.8,1.2,0.7,10.2,12.3,,1.2,1.7,2.9,.072,,-0.8,0.5,-0.4,0.8
6,Josh Richardson\richajo01,23,53,1614,10.7,.493,.442,.150,2.4,9.2,5.8,12.7,1.9,1.9,10.6,16.8,,0.3,1.9,2.2,.066,,-1.0,1.1,0.2,0.9
7,Wayne Ellington\ellinwa01,29,62,1500,12.6,.565,.710,.077,1.3,8.5,4.9,7.1,1.2,0.2,5.0,17.9,,2.1,1.2,3.3,.105,,1.8,-1.9,-0.2,0.7
8,Dion Waiters\waitedi01,25,46,1384,14.5,.507,.324,.192,1.4,10.9,6.1,23.8,1.5,1.1,12.5,26.3,,0.2,1.5,1.6,.057,,-0.1,-0.8,-0.9,0.4
9,Luke Babbitt\babbilu01,27,68,1065,8.3,.563,.747,.053,1.2,13.5,7.3,4.8,0.9,0.8,8.0,13.0,,0.8,1.0,1.8,.081,,-1.1,-0.9,-1.9,0.0
10,Willie Reed\reedwi02,26,71,1031,17.1,.578,.014,.309,13.7,22.0,17.8,3.9,0.9,3.6,8.7,15.3,,2.1,1.5,3.6,.168,,-1.3,0.7,-0.6,0.4
11,Justise Winslow\winslju01,20,18,625,8.2,.399,.156,.209,4.0,12.7,8.3,15.5,2.1,0.8,11.8,19.8,,-0.9,0.8,-0.1,-0.009,,-4.0,1.2,-2.8,-0.1
12,Okaro White\whiteok01,24,35,471,7.5,.507,.391,.253,5.8,13.5,9.6,6.0,1.1,1.7,15.7,10.8,,0.1,0.5,0.6,.066,,-3.1,1.0,-2.1,0.0
13,Josh McRoberts\mcrobjo01,29,22,381,9.8,.439,.263,.076,6.6,15.0,10.7,18.9,1.3,0.8,15.9,16.9,,-0.1,0.4,0.3,.036,,-2.9,0.6,-2.4,0.0
14,Derrick Williams\willide02,25,25,377,10.1,.465,.328,.365,4.7,16.9,10.7,5.6,1.2,1.0,8.1,20.4,,-0.1,0.4,0.3,.038,,-3.8,-1.4,-5.2,-0.3
15,Udonis Haslem\hasleud01,36,16,130,8.8,.524,.130,.652,6.7,24.1,15.3,6.4,2.3,0.6,21.3,12.8,,0.0,0.2,0.2,.074,,-4.7,1.5,-3.2,0.0
