Rk,Player,From,To,School,Conf,G,MP,PER,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,PProd,ORtg,DRtg,OWS,DWS,WS,OBPM,DBPM,BPM
978,Wendell McKines\wendell-mckines-1,2008,2012,New Mexico State,WAC,126,3576,22.9,.544,.522,11.4,24.3,17.7,11.4,1.2,1.5,13.6,21.6,914,117.8,99.4,8.3,5.8,14.1,4.2,-0.2,4.0
979,Adam Morrison\adam-morrison-1,2004,2006,Gonzaga,WCC,95,2908,,.591,.552,,,9.4,17.4,,0.9,9.4,26.7,,,,10.5,3.6,14.1,,,
980,Saah Nimley\saah-nimley-1,2012,2015,Charleston Southern,Big South,115,3717,19.7,.523,.464,2.6,11.2,6.6,27.5,1.8,0.2,14.5,27.7,1916,111.1,105.3,10.6,3.6,14.1,2.9,-3.0,0.0
981,Payton Pritchard\payton-pritchard-1,2017,2019,Oregon,Pac-12,113,3719,16.9,.554,.519,2.4,10.6,6.6,24.2,2.6,0.2,15.0,19.1,1403,115.6,101.0,8.3,5.8,14.1,4.2,1.9,6.2
982,Jamar Samuels\jamar-samuels-1,2009,2012,Kansas State,Big 12,133,3136,18.3,.541,.505,10.3,16.4,13.2,10.9,2.0,2.7,15.0,21.0,965,111.0,95.6,6.5,7.6,14.1,2.7,3.8,6.5
983,Chris Silva\chris-silva-1,2016,2019,South Carolina,SEC,134,2904,23.9,.587,.512,12.4,21.6,16.9,7.0,1.7,7.6,17.0,25.7,1460,113.0,93.4,7.6,6.5,14.1,1.8,5.3,7.0
984,Darian Townes\darian-townes-1,2005,2008,Arkansas,SEC,132,2853,,.562,.543,,,13.3,6.9,,4.9,12.3,23.2,,,,6.2,7.9,14.1,,,
985,Brandon Triche\brandon-triche-1,2010,2013,Syracuse,Big East,147,3938,17.1,.542,.501,4.5,6.7,5.6,20.9,2.2,0.4,17.3,22.4,1580,109.4,100.0,8.7,5.4,14.1,4.7,0.8,5.5
986,Clay Tucker\clay-tucker-1,2000,2003,Milwaukee,Total,112,1891,,.526,.496,,,11.6,20.7,,1.4,11.7,28.6,,,,6.0,8.1,14.1,,,
987,Deonta Vaughn\deonta-vaughn-1,2007,2010,Cincinnati,Big East,129,4270,16.7,.538,.497,1.4,11.6,6.4,22.6,2.4,0.2,16.9,21.1,403,110.7,100.5,8.2,5.8,14.1,,,
988,Kent Williams\kent-williams-1,2000,2003,Southern Illinois,MVC,130,4223,,.561,.513,,,3.7,15.3,1.3,0.4,10.4,21.6,,,,9.9,4.2,14.1,,,
989,Cody Zeller\cody-zeller-1,2012,2013,Indiana,Big Ten,72,2087,30.6,.643,.592,11.8,19.4,15.7,9.5,2.5,4.4,13.5,25.4,1097,128.1,92.8,9.9,4.2,14.1,7.2,4.7,11.9
990,Tim Begley\tim-begley-1,2002,2005,Pennsylvania,Ivy,116,3682,,.598,.582,,,8.9,25.4,,0.3,19.6,18.8,,,,8.1,5.9,14.0,,,
991,Laurence Bowers\laurence-bowers-1,2009,2013,Missouri,Total,128,2608,25.4,.581,.560,10.9,16.3,13.8,10.1,2.2,6.1,10.8,22.1,1085,121.0,94.8,8.4,5.6,14.0,4.5,4.2,8.6
992,Craig Bradshaw\craig-bradshaw-1,2004,2007,Winthrop,Big South,123,2801,,.565,.545,,,11.9,7.6,,2.4,16.7,22.2,,,,5.9,8.1,14.0,,,
993,Lionel Chalmers\lionel-chalmers-1,2001,2004,Xavier,A-10,123,3897,,.555,.522,,,5.6,22.3,,0.1,19.3,23.3,,,,7.6,6.4,14.0,,,
994,Bill Clark\bill-clark-1,2008,2011,Duquesne,A-10,126,3549,20.9,.576,.539,7.1,13.9,10.5,14.9,2.2,1.2,15.7,22.6,893,113.9,97.1,8.8,5.2,14.0,6.6,1.5,8.1
995,Louis Dale\louis-dale-1,2007,2010,Cornell,Ivy,110,3102,22.6,.592,.540,2.8,9.8,7.8,32.9,2.9,0.7,19.9,25.6,426,119.3,101.1,10.0,4.0,14.0,,,
996,Michael Dixon\michael-dixon-1,2010,2014,Total,Total,135,2987,21.6,.593,.539,2.1,7.8,5.0,22.6,3.3,0.3,14.0,23.6,1411,119.3,100.5,9.7,4.3,14.0,6.4,0.2,6.6
997,Dontaye Draper\dontaye-draper-1,2004,2007,College of Charleston,Southern,117,3504,,.548,.504,,,6.1,21.8,,1.2,19.1,24.3,,,,6.8,7.2,14.0,,,
998,Gerald Fitch\gerald-fitch-1,2001,2004,Kentucky,SEC,127,3338,,.583,.550,,,,,,,14.4,,,,,8.0,6.0,14.0,,,
999,Patricio Garino\patricio-garino-1,2013,2016,George Washington,A-10,129,3877,19.2,.579,.554,6.2,10.5,8.4,12.1,3.4,2.6,17.8,21.3,1454,108.8,97.5,7.1,6.9,14.0,3.1,3.3,6.3
1000,Nick George\nick-george-1,2003,2006,Virginia Commonwealth,CAA,120,3504,,.562,.528,,,11.5,10.5,,0.7,16.9,24.3,,,,7.9,6.1,14.0,,,
1001,A.J. Graves\aj-graves-1,2005,2008,Butler,Horizon,130,4399,,.544,.491,,,4.3,17.3,,0.1,11.5,28.2,,,,8.1,5.9,14.0,,,
1002,Jimmy Hall\jimmy-hall-1,2013,2017,Total,Total,105,3215,26.2,.551,.517,12.3,20.8,16.4,16.6,1.4,3.5,15.0,29.4,1742,111.1,100.8,9.1,4.9,14.0,2.2,1.8,4.0
1003,Andre Hollins\andre-hollins-1,2012,2015,Minnesota,Big Ten,140,3907,18.3,.559,.504,2.6,11.9,7.2,19.5,2.1,0.7,15.3,24.9,1664,111.6,103.8,9.6,4.4,14.0,4.8,0.1,4.9
1004,Nick Jacobson\nick-jacobson-1,2001,2004,Utah,MWC,127,3272,,.588,.555,,,5.2,6.1,,0.2,9.9,20.6,,,,10.6,3.3,14.0,,,
1005,Dahntay Jones\dahntay-jones-1,1999,2003,Total,Total,131,3907,,.539,.491,,,10.0,6.0,,1.2,14.2,26.2,,,,7.0,7.0,14.0,,,
1006,DeAndre Kane\deandre-kane-1,2011,2014,Total,Total,132,4511,18.9,.507,.478,5.0,13.5,9.3,29.5,2.2,0.7,17.4,27.4,2210,104.2,102.8,8.5,5.4,14.0,3.2,1.1,4.3
1007,Rashod Kent\rashod-kent-1,1999,2002,Rutgers,Big East,116,949,,.554,.603,,,16.9,11.1,,4.2,19.4,19.4,,,,5.4,8.6,14.0,,,
1008,Carl Landry\carl-landry-1,2005,2007,Purdue,Big Ten,64,1915,,.647,.610,,,14.7,10.6,,2.2,16.9,29.4,,,,9.8,4.3,14.0,,,
1009,Cartier Martin\cartier-martin-1,2004,2007,Kansas State,Big 12,112,3090,,.580,.537,,,10.6,13.0,,0.3,12.3,22.9,,,,8.9,5.1,14.0,,,
1010,Brian Mason\brian-mason-1,2004,2007,South Carolina State,MEAC,118,3417,,.564,.522,,,10.8,8.7,,1.2,18.7,22.3,,,,8.0,6.0,14.0,,,
1011,Josh Mayo\josh-mayo-1,2006,2009,Illinois-Chicago,Horizon,121,3830,,.580,.524,,,4.7,22.8,,0.0,14.6,26.3,,,,10.1,3.9,14.0,,,
1012,Warren Niles\warren-niles-1,2010,2013,Oral Roberts,Total,136,4451,17.5,.550,.514,2.6,11.8,7.1,11.9,1.8,0.5,13.7,24.0,1797,109.6,104.9,10.0,4.1,14.0,3.4,-2.0,1.4
1013,Brett Olson\brett-olson-2,2012,2015,Denver,Total,124,4296,16.9,.645,.611,1.2,10.5,5.8,17.6,1.9,0.7,15.7,19.2,1363,116.3,106.0,10.0,3.9,14.0,3.7,-1.8,1.9
1014,Wesley Person\wesley-person-2,2015,2018,Troy,Sun Belt,130,4382,17.0,.583,.540,2.1,7.6,4.9,9.2,0.9,0.2,10.0,22.4,1836,117.4,110.8,11.3,2.6,14.0,3.6,-3.5,0.0
1015,JayVaughn Pinkston\jayvaughn-pinkston-1,2012,2015,Villanova,Big East,136,3571,19.4,.555,.481,9.0,15.6,12.3,11.6,1.9,2.4,16.7,24.6,1565,109.3,98.1,8.0,5.9,14.0,1.9,3.1,5.0
1016,Allan Ray\allan-ray-1,2003,2006,Villanova,Big East,130,4020,,.548,.503,,,6.2,14.7,,0.3,13.2,26.2,,,,8.9,5.1,14.0,,,
1017,John Reimold\john-reimold-1,2001,2005,Total,Total,110,2882,,.616,.591,,,8.9,13.9,,0.8,12.0,21.6,,,,12.5,1.5,14.0,,,
1018,James Robinson\james-robinson-2,2013,2016,Pittsburgh,Total,136,4204,15.0,.499,.433,1.5,10.6,6.0,26.5,2.4,0.8,13.5,16.4,1267,114.8,101.8,8.2,5.8,14.0,3.2,2.3,5.5
1019,Victor Sanders\victor-sanders-1,2015,2018,Idaho,Big Sky,120,3156,22.2,.600,.551,2.3,11.1,6.8,20.6,2.4,1.9,15.8,28.9,1668,114.5,102.3,9.5,4.5,14.0,4.4,-0.7,3.8
1020,Patrick Sparks\patrick-sparks-1,2002,2006,Total,Total,134,3733,,.558,.539,,,4.6,25.6,,0.2,17.6,21.1,,,,7.5,6.5,14.0,,,
1021,Jobey Thomas\jobey-thomas-1,1999,2002,Charlotte,CUSA,130,1041,,.584,.550,,,5.0,9.7,,0.0,7.7,23.7,,,,10.2,3.8,14.0,,,
1022,Tres Tinkle\tres-tinkle-1,2016,2019,Oregon State,Pac-12,95,3215,23.7,.578,.525,6.0,18.3,12.3,18.8,2.6,1.9,14.3,26.8,1607,114.3,101.4,9.2,4.8,14.0,5.1,2.0,7.0
1023,Mike Wells\mike-wells-1,2001,2004,Western Kentucky,Sun Belt,124,2633,,.581,.544,,,9.3,12.8,,1.6,14.0,21.6,,,,7.0,6.9,14.0,,,
1024,James White\james-white-1,2002,2006,Total,Total,123,3336,,.556,.507,,,8.9,22.7,,1.3,17.9,19.0,,,,6.0,8.0,14.0,,,
1025,John Whorton\john-whorton-1,1997,2000,Kent State,MAC,115,,,.594,.594,,,,,,,,,,,,7.5,6.5,14.0,,,
1026,Chris Williams\chris-williams-8,1998,2001,Navy,Patriot,111,,,.536,.489,,,,,,,19.0,,,,,6.0,8.0,14.0,,,
1027,Kenrich Williams\kenrich-williams-1,2015,2018,Texas Christian,Big 12,102,3281,21.0,.559,.542,11.0,20.5,15.8,14.9,2.5,2.3,12.6,17.6,1210,121.0,99.1,8.4,5.6,14.0,5.6,4.9,10.5
1028,Cedrick Banks\cedrick-banks-1,2002,2005,Illinois-Chicago,Horizon,121,4060,,.530,.503,,,,,,,11.1,,,,,7.5,6.4,13.9,,,
1029,Anthony Brown\anthony-brown-5,2011,2015,Stanford,Total,144,4200,16.2,.556,.518,3.9,15.8,9.8,11.4,1.4,0.6,14.0,20.1,1478,111.0,101.3,8.1,5.9,13.9,3.3,1.7,5.0
1030,Brian Butch\brian-butch-1,2005,2008,Wisconsin,Big Ten,124,2478,,.532,.508,,,16.1,8.9,,2.3,11.8,25.4,,,,4.1,9.8,13.9,,,
1031,Jackie Carmichael\jackie-carmichael-1,2010,2013,Illinois State,MVC,131,3273,24.2,.561,.518,9.8,25.3,17.5,6.5,1.5,7.0,14.6,26.6,1475,108.0,94.6,7.7,6.2,13.9,-0.5,2.8,2.3
1032,Zabian Dowdell\zabian-dowdell-1,2004,2007,Virginia Tech,Total,122,4153,,.538,.502,,,5.6,19.5,,0.4,13.9,23.9,,,,7.2,6.7,13.9,,,
1033,Ronald Dupree\ronald-dupree-1,2000,2003,Louisiana State,SEC,129,3711,,.532,.508,,,13.9,14.5,,0.9,15.1,26.3,,,,6.4,7.5,13.9,,,
1034,Keenan Evans\keenan-evans-1,2015,2018,Texas Tech,Big 12,131,3390,20.1,.571,.505,2.4,10.2,6.4,21.8,2.3,1.4,13.9,24.6,1533,115.2,101.9,9.1,4.9,13.9,4.6,1.7,6.3
1035,Mike Hall\mike-hall-1,2003,2006,George Washington,A-10,117,3736,,.587,.543,,,15.3,11.8,,1.2,12.7,15.2,,,,7.0,6.9,13.9,,,
1036,Cliff Hammonds\cliff-hammonds-1,2005,2008,Clemson,ACC,134,4285,,.549,.543,,,6.7,17.3,,0.5,15.2,17.5,,,,6.4,7.6,13.9,,,
1037,Arlon Harper\arlon-harper-1,2012,2015,Charleston Southern,Big South,122,3464,20.8,.547,.509,3.3,12.5,7.6,15.2,3.8,1.0,12.5,24.3,1536,112.4,99.8,8.8,5.2,13.9,1.8,-0.2,1.5
1038,Chris Hernandez\chris-hernandez-1,2002,2006,Stanford,Pac-10,121,3366,,.619,.550,,,3.9,23.1,,0.1,21.1,19.4,,,,9.6,4.3,13.9,,,
1039,Cameron Johnson\cameron-johnson-4,2015,2019,Total,ACC,135,3425,19.3,.601,.571,4.8,12.5,8.7,13.0,1.7,1.1,9.9,19.6,1382,124.6,104.7,9.9,4.0,13.9,6.7,1.6,8.4
1040,Lonnie Jones\lonnie-jones-1,1999,2002,Ball State,MAC,121,855,,.530,.533,,,11.9,3.6,,7.1,14.7,15.3,,,,3.1,10.9,13.9,,,
1041,Lucky Jones\lucky-jones-1,2012,2015,Robert Morris,NEC,136,3769,19.7,.549,.486,7.5,20.9,13.9,10.6,2.7,1.1,15.1,23.9,1570,109.7,99.8,8.2,5.7,13.9,1.6,-0.1,1.6
1042,Bronson Koenig\bronson-koenig-1,2014,2017,Wisconsin,Big Ten,148,4075,14.7,.552,.523,1.7,7.1,4.4,14.7,0.9,0.8,10.4,19.6,1375,116.4,104.7,9.2,4.8,13.9,4.6,0.7,5.4
1043,Kalin Lucas\kalin-lucas-1,2008,2011,Michigan State,Big Ten,141,4278,19.4,.532,.473,2.1,5.1,3.7,27.2,2.1,0.2,14.7,26.1,1016,111.4,104.3,8.6,5.3,13.9,4.6,-0.7,3.9
1044,Ronnie McCollum\ronnie-mccollum-1,1998,2001,Centenary (LA),Total,113,,,.555,.503,,,,,,,,,,,,12.3,1.6,13.9,,,
1045,Matt McCraw\matt-mccraw-1,2004,2007,Air Force,MWC,120,3235,,.658,.624,,,6.7,16.5,,0.1,14.8,17.9,,,,10.3,3.6,13.9,,,
1046,Quinn McDowell\quinn-mcdowell-1,2009,2012,William & Mary,CAA,126,4093,19.3,.602,.556,3.8,13.7,8.9,12.2,1.1,0.4,11.3,21.6,1216,118.7,109.6,11.5,2.5,13.9,3.8,-2.7,1.1
1047,Darius Miller\darius-miller-1,2009,2012,Kentucky,SEC,152,3789,17.1,.568,.537,4.7,9.1,7.3,13.2,1.7,2.5,16.3,17.3,1025,118.9,98.0,8.1,5.9,13.9,5.9,2.8,8.7
1048,Erik Nelson\erik-nelson-1,1996,1998,Vermont,Total,76,,,.581,.552,,,,,,,,,,,,6.0,7.9,13.9,,,
1049,Tim Pollitz\tim-pollitz-1,2005,2008,Miami (OH),MAC,112,3353,,.577,.568,,,12.3,21.0,,1.2,17.8,25.1,,,,8.8,5.1,13.9,,,
1050,Zack Rosen\zack-rosen-1,2009,2012,Pennsylvania,Ivy,117,4198,20.9,.581,.523,1.8,10.2,5.9,32.7,2.1,0.1,18.1,25.2,1518,114.2,108.0,10.9,3.0,13.9,4.9,-1.5,3.4
1051,Theron Smith\theron-smith-1,2000,2003,Ball State,MAC,99,3254,,.570,.530,,,18.5,9.1,,1.3,13.4,28.1,,,,8.3,5.6,13.9,,,
1052,Damion Walker\damion-walker-1,1996,2000,Total,Total,126,,,.555,.490,,,,,,,,,,,,7.8,6.1,13.9,,,
1053,Neil Watson\neil-watson-1,2012,2014,Southern Mississippi,CUSA,106,3322,17.8,.573,.499,1.7,9.9,5.5,27.6,2.9,0.1,18.5,19.1,1240,117.9,99.2,8.8,5.1,13.9,4.4,0.1,4.5
1054,Jeremy Wise\jeremy-wise-1,2007,2009,Southern Mississippi,CUSA,96,3314,,.545,.469,,,5.6,26.0,,0.8,17.4,28.9,,,,7.3,6.5,13.9,,,
1055,Arron Afflalo\arron-afflalo-1,2005,2007,UCLA,Pac-10,104,3396,,.586,.549,,,7.3,12.5,,0.4,13.5,22.0,,,,9.7,4.1,13.8,,,
1056,Frank Bennett\frank-bennett-1,2001,2004,Georgia Southern,Southern,116,2587,,.585,.562,,,,,,,19.9,,,,,7.4,6.4,13.8,,,
1057,Mike Benton\mike-benton-1,2000,2004,College of Charleston,Southern,116,2012,,.587,.574,,,16.0,2.8,,7.1,16.8,18.5,,,,4.7,9.0,13.8,,,
1058,Jason Bohannon\jason-bohannon-1,2007,2010,Wisconsin,Big Ten,135,3749,17.5,.593,.549,1.6,11.4,6.1,11.8,1.7,0.6,11.7,16.8,353,122.7,97.9,8.2,5.5,13.8,,,
1059,Phil Booth\phil-booth-1,2015,2019,Villanova,Big East,148,3636,17.2,.572,.532,1.8,10.6,6.3,19.9,1.6,0.6,14.3,22.2,1488,114.6,102.5,8.8,5.0,13.8,4.4,1.4,5.8
1060,Bruce Brown\bruce-brown-1,2003,2006,Hampton,MEAC,114,2322,,.581,.602,,,13.5,5.1,,4.5,19.0,23.6,,,,6.1,7.7,13.8,,,
1061,Folarin Campbell\folarin-campbell-1,2005,2008,George Mason,CAA,130,3741,,.541,.491,,,,,,,19.3,,,,,6.6,7.2,13.8,,,
1062,Ed Cota\ed-cota-1,1997,2000,North Carolina,ACC,138,,,.544,.500,,,,,,,,,,,,6.5,7.2,13.8,,,
1063,Shaq Goodwin\shaq-goodwin-1,2013,2016,Memphis,Total,134,3504,20.3,.559,.521,10.3,16.6,13.5,11.5,2.2,5.6,17.1,21.5,1426,108.8,94.4,6.5,7.3,13.8,1.5,4.8,6.3
1064,Willie Green\willie-green-1,2000,2003,Detroit Mercy,Total,124,3721,,.544,.503,,,8.4,15.7,,0.9,13.1,30.5,,,,7.8,6.0,13.8,,,
1065,Jon Axel Gudmundsson\jonaxel-gudmundsson-1,2017,2019,Davidson,A-10,98,3419,19.0,.589,.539,2.3,17.0,10.0,24.5,2.2,0.2,16.3,20.2,1364,116.3,101.1,8.5,5.3,13.8,3.8,1.9,5.7
1066,A.J. Hammons\aj-hammons-1,2013,2016,Purdue,Big Ten,132,3201,25.5,.574,.541,11.3,21.7,16.6,7.5,0.9,11.2,16.4,26.2,1449,108.6,93.7,7.0,6.8,13.8,1.1,6.8,8.0
1067,James Harden\james-harden-1,2008,2009,Arizona State,Pac-10,69,2412,,.618,.568,,,10.3,27.0,,1.0,16.4,30.5,,,,10.0,3.8,13.8,,,
1068,Justin Harper\justin-harper-1,2008,2011,Richmond,A-10,137,3133,25.8,.584,.564,7.1,17.8,12.4,7.5,1.5,3.6,12.1,24.6,911,118.4,94.3,8.1,5.7,13.8,7.4,1.5,8.9
1069,Gerrod Henderson\gerrod-henderson-1,1999,2002,Louisiana Tech,Total,115,1133,,.537,.476,,,7.9,20.2,,0.2,15.5,27.6,,,,7.6,6.2,13.8,,,
1070,Robert Hite\robert-hite-1,2003,2006,Miami (FL),Total,121,3566,,.556,.523,,,8.9,11.0,,0.7,11.3,24.5,,,,8.2,5.7,13.8,,,
1071,Derek Hood\derek-hood-1,1996,1999,Arkansas,SEC,131,3289,,.523,.510,,,16.0,12.0,2.4,3.4,19.3,19.6,,,,4.1,9.7,13.8,,,
1072,B.J. Larue\bj-larue-1,1997,2000,Green Bay,MW Coll,116,,,.573,.517,,,,,,,,,,,,9.3,4.5,13.8,,,
1073,Shelvin Mack\shelvin-mack-1,2009,2011,Butler,Horizon,108,3374,21.0,.544,.507,2.4,13.7,8.3,25.4,2.1,0.3,14.5,26.3,1103,110.3,97.4,7.9,5.9,13.8,5.3,1.0,6.3
1074,Dakota Mathias\dakota-mathias-1,2015,2018,Purdue,Big Ten,141,3604,15.2,.595,.575,0.7,12.6,7.1,19.9,1.7,0.5,13.8,15.8,1144,120.9,99.5,7.8,6.0,13.8,5.0,2.7,7.7
1075,Darrel Mitchell\darrel-mitchell-1,2003,2006,Louisiana State,SEC,127,3888,,.560,.524,,,5.4,19.3,,0.5,14.8,21.2,,,,7.9,5.9,13.8,,,
1076,Travis Munnings\travis-munnings-1,2016,2019,Louisiana-Monroe,Sun Belt,134,4373,17.7,.563,.541,7.4,18.2,12.8,13.2,1.7,0.8,15.5,21.5,1707,109.7,103.7,8.1,5.7,13.8,1.4,0.0,1.4
1077,Toure' Murry\toure-murry-1,2009,2012,Wichita State,MVC,139,3999,18.6,.510,.458,5.2,14.9,10.1,22.3,2.7,1.0,18.4,23.5,1235,106.0,94.2,6.3,7.5,13.8,2.2,3.3,5.6
1078,Roger Powell\roger-powell-1,2002,2005,Illinois,Big Ten,128,2553,,.617,.602,,,12.2,4.2,,1.1,10.8,21.5,,,,8.3,5.5,13.8,,,
1079,Josh Slater\josh-slater-1,2008,2011,Lipscomb,A-Sun,122,3313,26.4,.546,.487,6.7,14.2,10.0,27.7,4.6,0.9,18.6,26.2,1067,114.4,98.7,8.5,5.3,13.8,5.8,2.8,8.6
1080,Julyan Stone\julyan-stone-1,2008,2011,Texas-El Paso,CUSA,138,4261,16.3,.512,.469,2.8,17.9,10.6,27.5,2.6,1.5,25.2,12.6,652,110.4,90.5,3.9,9.9,13.8,2.5,5.1,7.6
1081,Jae'Sean Tate\jaesean-tate-1,2015,2018,Ohio State,Big Ten,129,3611,19.7,.570,.568,7.5,16.5,12.2,12.2,2.2,2.0,15.0,22.1,1463,110.2,97.8,7.2,6.6,13.8,3.0,3.3,6.3
1082,Jared Terrell\jared-terrell-1,2015,2018,Rhode Island,A-10,134,4232,15.4,.521,.473,2.5,8.8,5.6,13.3,2.4,0.7,12.1,23.2,1647,106.5,99.4,6.7,7.1,13.8,2.1,1.4,3.6
1083,Quincy Wadley\quincy-wadley-1,1998,2001,Temple,A-10,128,,,.535,.497,,,,,,,11.5,,,,,6.3,7.5,13.8,,,
1084,Spencer Weisz\spencer-weisz-1,2014,2017,Princeton,Ivy,119,3723,16.9,.564,.538,3.1,16.5,9.9,20.3,2.1,1.0,15.0,18.8,1304,112.7,98.5,7.2,6.6,13.8,2.2,1.3,3.5
1085,Shawn Witherspoon\shawn-witherspoon-1,2004,2007,Murray State,OVC,121,2756,,.588,.576,,,15.9,21.5,,1.7,16.7,18.9,,,,6.5,7.3,13.8,,,
1086,Ryan Anderson\ryan-anderson-3,2012,2016,Total,Total,128,3906,22.0,.548,.499,10.1,23.3,16.8,9.6,1.3,1.9,12.6,25.9,1747,110.6,104.1,9.4,4.3,13.7,1.6,0.5,2.2
1087,Kevin Ault\kevin-ault-1,1997,2000,Missouri State,MVC,132,,,.581,.533,,,,,,,,,,,,9.1,4.6,13.7,,,
1088,Ike Azotam\ike-azotam-1,2011,2014,Quinnipiac,Total,126,3444,22.3,.532,.506,12.8,20.6,16.4,6.2,1.1,2.9,11.3,23.2,1520,114.2,101.8,9.2,4.5,13.7,0.9,-0.4,0.5
1089,Keith Braxton\keith-braxton-1,2017,2019,Saint Francis (PA),NEC,98,3356,22.8,.580,.534,5.9,24.5,15.2,19.0,2.6,1.3,16.1,22.6,1550,115.0,101.4,8.6,5.1,13.7,1.8,0.8,2.6
1090,Jamar Butler\jamar-butler-1,2005,2008,Ohio State,Big Ten,139,4213,,.574,.531,,,5.8,23.5,,0.3,17.7,15.2,,,,7.6,6.1,13.7,,,
1091,Justin Cobbs\justin-cobbs-1,2010,2014,Total,Total,136,3839,18.4,.554,.490,1.6,9.1,5.4,29.6,1.8,0.4,16.7,22.6,1616,111.3,102.8,9.1,4.6,13.7,4.5,0.6,5.1
1092,Derrick Dial\derrick-dial-1,1996,1998,Eastern Michigan,MAC,92,2014,,.600,.573,,,,,,,9.5,,,,,9.5,4.1,13.7,,,
1093,Chris Fouch\chris-fouch-1,2010,2014,Drexel,CAA,126,3449,19.3,.523,.482,2.5,9.6,6.0,12.8,1.5,0.7,8.3,28.2,1533,110.7,100.9,8.7,4.9,13.7,3.5,-1.2,2.3
1094,Matt Freije\matt-freije-1,2001,2004,Vanderbilt,SEC,121,3472,,.563,.512,,,9.8,8.0,,1.1,9.3,28.0,,,,9.2,4.5,13.7,,,
1095,Davante Gardner\davante-gardner-1,2011,2014,Marquette,Big East,127,2410,26.5,.628,.559,12.3,15.9,14.1,9.8,1.4,2.1,12.3,24.8,1206,126.5,100.2,10.2,3.5,13.7,6.1,1.3,7.4
1096,Kyle Guy\kyle-guy-1,2017,2019,Virginia,ACC,106,3081,18.6,.572,.552,1.9,10.7,6.5,11.9,1.6,0.2,9.1,23.8,1167,114.5,96.0,7.5,6.2,13.7,5.9,2.0,7.9
1097,Josh Hagins\josh-hagins-1,2013,2016,Little Rock,Sun Belt,128,3495,20.4,.539,.500,3.0,13.7,8.2,30.0,3.1,1.4,15.0,24.0,1525,109.8,98.4,7.7,6.0,13.7,3.6,1.1,4.8
1098,Calvin Hermanson\calvin-hermanson-1,2015,2018,Saint Mary's (CA),WCC,131,3329,16.9,.630,.613,3.4,9.3,6.6,5.5,1.2,0.9,8.7,19.1,1091,124.5,102.1,8.9,4.8,13.7,5.4,0.4,5.8
1099,Dave Holmes\dave-holmes-1,2001,2004,Manhattan,MAAC,111,2538,,.535,.467,,,15.5,7.8,,1.5,13.9,23.6,,,,4.9,8.8,13.7,,,
1100,Ty Jerome\ty-jerome-1,2017,2019,Virginia,ACC,105,2775,19.7,.558,.534,1.4,12.7,7.2,28.0,3.0,0.2,13.8,21.9,1069,115.3,91.7,7.0,6.7,13.7,6.1,4.2,10.4






