Rk,,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1,Andrew Wiggins\wiggian01,19,82,2969,13.9,.517,.111,.410,5.0,9.5,7.2,9.8,1.5,1.3,11.7,22.6,,2.1,0.0,2.1,.034,,-0.5,-1.8,-2.3,-0.2
2,Gorgui Dieng\dienggo01,25,73,2193,17.2,.573,.012,.477,11.3,20.8,15.9,10.5,1.6,4.5,16.9,15.0,,3.4,1.5,4.9,.108,,0.1,2.4,2.5,2.5
3,Zach LaVine\lavinza01,19,77,1902,11.3,.515,.247,.261,1.6,11.6,6.4,24.0,1.4,0.4,20.4,22.0,,-0.7,0.0,-0.7,-0.018,,-1.7,-2.7,-4.5,-1.2
4,Thaddeus Young\youngth01,26,48,1605,15.0,.491,.101,.201,5.2,12.5,8.7,14.7,2.7,0.8,9.7,21.2,,0.8,0.6,1.4,.043,,0.1,-0.4,-0.4,0.7
5,Kevin Martin\martike02,31,39,1302,16.7,.549,.306,.309,1.6,11.1,6.2,12.5,1.3,0.1,9.7,26.6,,2.0,-0.1,1.9,.069,,1.8,-3.9,-2.1,0.0
6,Chase Budinger\budinch01,26,67,1286,12.2,.537,.367,.208,2.8,15.1,8.8,8.0,1.7,0.6,10.3,16.3,,1.1,0.2,1.3,.049,,-0.9,-1.9,-2.8,-0.3
7,Mo Williams\willima01,32,41,1149,14.4,.511,.380,.210,1.3,8.7,4.9,38.0,1.3,0.5,17.3,22.7,,0.9,-0.2,0.7,.031,,1.3,-4.2,-3.0,-0.3
8,Anthony Bennett\bennean01,21,57,894,11.4,.458,.077,.215,6.5,21.6,13.8,8.7,1.5,1.4,10.0,17.8,,-0.1,0.4,0.3,.017,,-3.6,-1.2,-4.8,-0.6
9,Shabazz Muhammad\muhamsh01,22,38,866,19.9,.556,.128,.365,8.1,12.4,10.2,9.6,1.1,0.6,7.1,25.3,,2.1,-0.1,2.0,.110,,2.0,-3.8,-1.8,0.0
10,Nikola Pekovic\pekovni01,29,31,815,16.6,.502,.000,.393,12.1,21.0,16.4,5.7,1.2,1.2,9.8,23.1,,0.9,0.2,1.2,.069,,-1.7,-2.8,-4.5,-0.5
11,Robbie Hummel\hummero01,25,45,742,9.7,.536,.297,.169,4.6,16.4,10.3,5.6,1.1,1.0,8.9,12.1,,0.7,0.1,0.8,.050,,-1.8,-1.6,-3.5,-0.3
12,Adreian Payne\paynead01,23,29,720,7.8,.448,.038,.207,7.2,18.2,12.5,6.6,1.3,1.0,15.9,16.9,,-0.6,0.2,-0.5,-0.033,,-4.5,-1.2,-5.7,-0.7
13,Ricky Rubio\rubiori01,24,22,692,15.2,.452,.233,.324,3.0,18.1,10.3,43.5,2.8,0.1,20.4,20.0,,0.1,0.4,0.5,.033,,0.1,-0.5,-0.5,0.3
14,Corey Brewer\breweco01,28,24,680,13.8,.484,.182,.347,5.2,10.8,7.9,18.6,4.0,0.5,16.2,20.1,,0.0,0.4,0.4,.028,,-0.5,0.4,-0.1,0.3
15,Lorenzo Brown\brownlo01,24,29,549,11.0,.468,.230,.156,2.8,12.0,7.3,24.9,2.6,0.9,18.7,12.9,,0.1,0.2,0.3,.025,,-1.9,-0.6,-2.6,-0.1
16,Justin Hamilton\hamilju01,24,17,423,18.0,.586,.106,.354,8.7,14.8,11.6,9.2,2.3,4.6,12.1,15.5,,0.8,0.3,1.1,.125,,0.6,1.7,2.3,0.5
17,Gary Neal\nealga01,30,11,262,15.1,.544,.295,.314,0.0,15.8,7.6,13.1,1.4,0.0,7.7,21.8,,0.4,0.0,0.4,.080,,0.1,-3.4,-3.3,-0.1
18,Jeff Adrien\adrieje01,28,17,215,14.2,.494,.000,.864,11.9,29.6,20.5,10.5,0.9,3.3,12.9,14.3,,0.2,0.2,0.4,.087,,-2.7,0.5,-2.2,0.0
19,Troy Daniels\danietr01,23,19,154,7.4,.443,.661,.034,4.3,10.0,7.1,13.4,1.0,0.0,11.8,19.4,,-0.1,0.0,-0.1,-0.038,,-1.4,-4.5,-5.8,-0.1
20,Glenn Robinson\robingl02,21,25,108,8.2,.467,.250,.667,4.1,10.9,7.4,4.1,1.4,0.0,8.8,13.9,,0.0,0.0,0.0,.009,,-3.8,-3.3,-7.1,-0.1
21,Kevin Garnett\garneke01,38,5,98,19.3,.580,.032,.129,2.3,28.9,15.2,14.3,2.6,3.2,3.0,15.2,,0.2,0.1,0.3,.161,,-0.2,1.7,1.4,0.1
22,Sean Kilpatrick\kilpase01,25,4,72,10.0,.506,.650,.200,1.5,8.2,4.8,8.5,2.1,0.0,8.4,14.6,,0.1,0.0,0.1,.033,,-0.7,-3.0,-3.8,0.0
23,Arinze Onuaku\onuakar01,27,6,68,22.8,.771,.000,.571,11.4,24.3,17.7,10.2,0.7,3.5,10.2,12.7,,0.2,0.0,0.3,.197,,2.5,-0.2,2.3,0.1
24,Miroslav Raduljica\radulmi01,27,5,23,3.3,.450,.000,.250,9.7,15.4,12.4,0.0,2.2,0.0,18.4,20.9,,0.0,0.0,0.0,-0.057,,-8.2,-6.2,-14.4,-0.1
25,Ronny Turiaf\turiaro01,32,2,19,4.3,,,,0.0,6.2,3.0,14.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.009,,-5.6,-2.1,-7.7,0.0
