Rk,Player,From,To,School,Conf,G,MP,PER,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,PProd,ORtg,DRtg,OWS,DWS,WS,OBPM,DBPM,BPM
156,Shannon Bogues\shannon-bogues-1,2018,2018,Stephen F. Austin,Southland,35,842,24.6,.594,.560,3.3,8.6,6.0,12.0,3.0,0.9,9.7,28.0,471,119.9,95.6,2.8,1.8,4.6,2.7,-1.1,1.6
157,Vladimir Brodziansky\vladimir-brodziansky-1,2018,2018,Texas Christian,Big 12,33,897,26.4,.658,.613,9.5,13.2,11.4,8.0,0.6,6.5,9.8,23.1,444,133.0,107.7,3.7,0.9,4.6,6.6,2.6,9.2
158,Raasean Davis\raasean-davis-1,2018,2018,North Carolina Central,MEAC,35,1015,25.3,.665,.671,11.6,19.4,15.6,3.3,1.1,3.9,14.9,22.9,447,119.1,99.0,2.8,1.8,4.6,0.4,-0.9,-0.6
159,Martinas Geben\martinas-geben-1,2018,2018,Notre Dame,ACC,36,891,26.5,.653,.608,13.9,22.6,18.4,10.0,1.4,3.8,16.4,21.3,400,124.9,99.5,3.0,1.5,4.6,4.3,4.0,8.3
160,Ethan Happ\ethan-happ-1,2018,2018,Wisconsin,Big Ten,33,1017,29.3,.538,.529,9.7,24.8,17.0,33.3,3.0,3.8,14.5,34.9,604,107.8,98.0,2.7,1.9,4.6,5.3,6.5,11.8
161,Sam Hauser\sam-hauser-1,2018,2018,Marquette,Big East,35,1141,21.5,.653,.635,3.8,18.0,10.9,16.0,1.7,1.5,10.0,18.6,472,132.0,111.3,3.9,0.7,4.6,7.1,1.1,8.3
162,Kevin Hervey\kevin-hervey-1,2018,2018,Texas-Arlington,Sun Belt,33,1064,23.7,.553,.517,8.0,19.9,14.2,15.2,2.1,2.2,12.8,31.0,624,109.3,97.5,2.6,2.0,4.6,3.3,0.7,4.0
163,Jaren Jackson Jr.\jaren-jacksonjr-1,2018,2018,Michigan State,Big Ten,35,764,26.9,.647,.595,8.8,19.7,15.0,9.3,1.6,14.3,17.4,23.5,347,120.6,86.4,2.3,2.2,4.6,5.1,10.3,15.4
164,Sviatoslav Mykhailiuk\sviatoslav-mykhailiuk-1,2018,2018,Kansas,Big 12,39,1346,16.9,.572,.556,4.0,8.6,6.4,13.4,1.9,0.9,11.5,21.0,548,115.9,106.0,3.1,1.5,4.6,5.6,1.7,7.3
165,Emmett Naar\emmett-naar-1,2018,2018,Saint Mary's (CA),WCC,36,1274,16.2,.564,.519,1.2,7.4,4.5,37.3,1.4,0.4,25.1,17.8,482,115.9,105.1,3.0,1.5,4.6,2.0,-0.4,1.6
166,Trey Porter\trey-porter-1,2018,2018,Old Dominion,CUSA,32,756,27.9,.620,.588,11.6,17.9,14.7,4.6,1.2,7.2,10.8,25.8,383,123.9,92.9,2.8,1.8,4.6,2.0,2.7,4.7
167,Jalen Sanders\jalen-sanders-2,2018,2018,Northern Colorado,Big Sky,38,1088,18.0,.636,.605,5.6,16.6,11.1,7.1,1.5,4.4,14.2,14.6,362,123.1,96.6,2.4,2.2,4.6,0.7,3.8,4.5
168,Bryson Scott\bryson-scott-1,2018,2018,Purdue-Fort Wayne,Summit,33,1026,25.9,.567,.503,2.1,14.7,8.2,17.5,3.4,0.5,12.1,34.9,690,111.2,102.2,3.1,1.5,4.6,1.9,-1.6,0.2
169,Jared Terrell\jared-terrell-1,2018,2018,Rhode Island,A-10,34,1128,19.6,.557,.511,3.1,9.7,6.2,13.5,2.6,0.7,10.3,25.2,524,114.1,101.1,2.8,1.8,4.6,4.8,1.5,6.3
170,Kenrich Williams\kenrich-williams-1,2018,2018,Texas Christian,Big 12,32,1153,20.6,.568,.546,9.7,21.5,15.7,18.1,2.8,1.4,14.9,18.7,464,120.2,103.4,3.0,1.6,4.6,5.9,4.6,10.5
171,Chris Chiozza\chris-chiozza-1,2018,2018,Florida,SEC,34,1088,20.0,.524,.478,1.8,13.7,7.5,36.1,3.5,0.4,14.5,19.5,449,116.1,99.5,2.6,1.9,4.5,5.0,3.4,8.4
172,Cortez Edwards\cortez-edwards-1,2018,2018,Southern Mississippi,CUSA,34,1219,23.0,.555,.520,6.7,15.2,10.8,17.6,3.4,1.5,10.8,25.0,567,112.1,103.8,2.9,1.6,4.5,3.0,0.7,3.7
173,Daniel Fowler\daniel-fowler-1,2018,2018,Furman,Southern,33,948,19.8,.600,.566,5.6,10.1,7.9,18.8,2.6,0.8,12.8,19.0,396,123.7,98.9,2.8,1.7,4.5,3.7,1.1,4.8
174,Kevon Harris\kevon-harris-1,2018,2018,Stephen F. Austin,Southland,33,863,22.7,.595,.568,9.5,15.5,12.4,9.4,2.1,1.0,12.9,25.2,452,118.8,95.0,2.7,1.9,4.5,2.9,-0.6,2.3
175,Max Heidegger\max-heidegger-1,2018,2018,UC-Santa Barbara,Big West,32,1053,20.6,.578,.538,1.2,7.2,4.3,15.1,1.1,0.2,8.6,28.2,545,118.1,107.0,3.4,1.1,4.5,5.5,-3.6,1.9
176,Kevin Huerter\kevin-huerter-1,2018,2018,Maryland,Big Ten,32,1101,19.4,.640,.616,3.7,12.9,8.8,20.3,1.1,2.1,17.8,21.5,457,119.0,102.9,3.0,1.6,4.5,6.4,2.3,8.7
177,Charles Matthews\charles-matthews-1,2018,2018,Michigan,Big Ten,41,1234,18.6,.544,.536,5.3,17.0,11.2,16.1,1.5,2.2,14.7,25.1,528,105.7,96.4,2.0,2.5,4.5,1.7,4.7,6.4
178,Jalen McDaniels\jalen-mcdaniels-1,2018,2018,San Diego State,MWC,33,815,23.5,.642,.595,10.5,23.8,17.3,6.7,1.9,2.7,11.8,18.3,334,129.4,94.0,2.6,1.8,4.5,3.4,3.8,7.3
179,Kevin McKay\kevin-mckay-1,2018,2018,Central Michigan,MAC,34,923,25.7,.630,.579,12.1,15.2,13.6,14.1,3.9,2.5,16.5,21.3,430,123.7,101.0,3.1,1.5,4.5,3.7,2.2,6.0
180,Aaron Menzies\aaron-menzies-1,2018,2018,Seattle,WAC,34,915,24.9,.623,.609,14.8,21.6,18.3,4.4,0.6,9.3,11.7,18.8,382,126.6,98.4,2.8,1.7,4.5,0.5,3.1,3.5
181,Tyler Nelson\tyler-nelson-1,2018,2018,Fairfield,MAAC,33,1205,21.9,.574,.516,1.6,11.4,6.4,19.7,2.1,0.3,11.4,29.5,680,112.9,107.7,3.4,1.2,4.5,4.7,-1.9,2.7
182,Kendrick Nunn\kendrick-nunn-1,2018,2018,Oakland,Horizon,30,1136,23.8,.580,.547,2.7,11.0,7.0,22.9,2.2,0.9,11.6,32.5,693,112.8,107.4,3.4,1.1,4.5,6.5,-2.1,4.5
183,Jonah Radebaugh\jonah-radebaugh-1,2018,2018,Northern Colorado,Big Sky,38,1350,12.0,.629,.618,3.6,14.8,9.3,5.7,1.6,0.8,12.1,9.7,305,126.0,99.7,2.1,2.3,4.5,1.8,2.4,4.2
184,Victor Sanders\victor-sanders-1,2018,2018,Idaho,Big Sky,31,953,23.2,.606,.559,2.4,10.6,6.7,22.9,2.0,1.9,16.6,31.4,553,114.5,102.5,3.1,1.4,4.5,4.9,-0.9,4.0
185,Thomas Welsh\thomas-welsh-1,2018,2018,UCLA,Pac-12,33,1096,20.3,.577,.552,9.1,25.8,17.8,7.8,1.1,2.8,8.6,17.7,414,122.6,101.6,2.8,1.7,4.5,3.5,2.5,6.0
186,Isaiah Wilkins\isaiah-wilkins-1,2018,2018,Virginia,ACC,34,936,18.7,.528,.494,9.7,18.7,14.3,10.6,2.8,7.1,13.1,13.7,242,116.5,84.7,1.6,2.9,4.5,2.2,10.8,13.0
187,Grant Williams\grant-williams-1,2018,2018,Tennessee,SEC,35,1008,21.9,.544,.477,9.2,14.8,12.0,14.7,1.2,5.1,13.2,28.3,514,111.8,98.3,2.6,1.9,4.5,2.7,4.7,7.4
188,Justin Wright-Foreman\justin-wright-foreman-1,2018,2018,Hofstra,CAA,31,1171,22.8,.567,.531,1.0,9.5,5.1,18.1,1.2,0.6,9.4,30.9,687,117.0,113.8,4.0,0.5,4.5,4.7,-3.2,1.5
189,Udoka Azubuike\udoka-azubuike-1,2018,2018,Kansas,Big 12,36,848,28.9,.717,.770,12.4,20.7,16.9,5.7,1.3,7.5,16.2,23.0,401,124.2,98.2,2.8,1.6,4.4,5.4,4.9,10.3
190,Trae Bell-Haynes\trae-bell-haynes-1,2018,2018,Vermont,AEC,34,1089,20.0,.595,.545,2.6,14.0,8.7,26.7,2.1,0.4,20.2,26.5,521,110.4,100.2,2.6,1.8,4.4,2.2,0.8,3.0
191,Joel Berry\joel-berry-1,2018,2018,North Carolina,ACC,36,1193,18.0,.530,.485,1.8,9.4,5.7,17.1,2.0,1.1,10.5,25.4,568,114.3,105.6,3.0,1.4,4.4,5.3,1.2,6.5
192,Brayon Blake\brayon-blake-1,2018,2018,Idaho,Big Sky,31,898,25.0,.579,.564,9.2,29.5,19.9,9.8,1.4,2.0,11.7,29.4,471,113.9,96.6,2.6,1.8,4.4,1.4,-0.5,0.9
193,Jacobi Boykins\jacobi-boykins-1,2018,2018,Louisiana Tech,CUSA,33,1008,20.2,.616,.566,2.1,16.2,9.2,10.2,1.9,1.1,9.0,21.7,425,122.9,102.6,3.0,1.4,4.4,5.1,-0.4,4.6
194,Jason Burnell\jason-burnell-1,2018,2018,Jacksonville State,OVC,35,888,22.8,.597,.559,8.4,18.3,13.5,14.5,1.9,4.8,13.4,21.6,380,119.5,94.5,2.5,2.0,4.4,2.5,2.8,5.3
195,Gabe DeVoe\gabe-devoe-1,2018,2018,Clemson,ACC,35,1202,17.2,.589,.562,3.2,12.4,8.0,12.2,1.8,1.3,14.2,21.4,463,111.9,99.9,2.3,2.0,4.4,4.6,2.8,7.4
196,Nana Foulland\nana-fouland-1,2018,2018,Bucknell,Patriot,35,1001,23.8,.587,.587,9.0,18.2,13.8,9.8,1.0,5.9,12.2,25.3,504,114.6,98.6,2.6,1.8,4.4,0.3,2.5,2.9
197,Jessie Govan\jessie-govan-1,2018,2018,Georgetown,Big East,30,980,23.9,.571,.528,8.9,25.7,17.6,13.6,1.0,3.8,10.0,25.9,499,117.6,101.4,2.9,1.5,4.4,3.0,2.6,5.6
198,Calvin Hermanson\calvin-hermanson-1,2018,2018,Saint Mary's (CA),WCC,36,1160,16.1,.649,.631,3.3,9.6,6.7,6.0,1.5,1.1,10.6,16.8,356,125.9,103.7,2.9,1.6,4.4,5.6,1.2,6.8
199,Denzel Mahoney\denzel-mahoney-1,2018,2018,Southeast Missouri State,OVC,31,970,24.8,.618,.547,5.6,14.1,9.8,8.8,1.7,0.6,9.5,28.4,544,124.3,113.2,3.9,0.4,4.4,5.1,-4.3,0.8
200,Chimezie Metu\chimezie-metu-1,2018,2018,Southern California,Pac-12,34,1053,23.5,.574,.538,7.2,21.1,14.2,10.0,1.5,6.3,12.8,25.8,497,113.0,99.8,2.6,1.8,4.4,1.8,4.3,6.1
201,Daxter Miles\daxter-miles-1,2018,2018,West Virginia,Big 12,36,1047,18.8,.564,.532,4.5,6.5,5.5,19.7,2.6,0.0,11.0,21.2,456,121.9,103.5,3.0,1.4,4.4,7.0,0.8,7.8
202,Erick Neal\erick-neal-1,2018,2018,Texas-Arlington,Sun Belt,33,1138,19.7,.569,.542,2.3,10.4,6.5,38.0,3.1,0.3,20.1,25.1,594,109.9,100.1,2.5,1.9,4.4,4.5,-0.1,4.4
203,Duncan Robinson\duncan-robinson-1,2018,2018,Michigan,Big Ten,41,1059,15.8,.616,.581,2.2,9.2,5.7,7.6,1.5,1.6,7.5,17.0,339,124.0,99.3,2.5,1.9,4.4,5.1,3.1,8.2
204,Collin Sexton\collin-sexton-1,2018,2018,Alabama,SEC,33,987,23.5,.567,.498,4.1,9.8,7.0,27.8,1.6,0.3,14.2,32.9,622,113.2,105.2,3.2,1.2,4.4,6.5,0.0,6.5
205,Khalil Small\khalil-small-1,2018,2018,Green Bay,Horizon,33,1130,20.8,.559,.501,6.4,14.1,10.3,20.8,2.1,0.4,14.1,26.3,605,111.8,103.0,2.8,1.6,4.4,2.3,-0.7,1.6
206,Bryce Washington\bryce-washington-1,2018,2018,Louisiana,Sun Belt,34,1013,20.3,.547,.519,14.1,25.4,19.8,12.3,2.4,3.0,17.4,18.0,396,114.4,93.6,2.1,2.3,4.4,0.9,4.2,5.1
207,Jordan Barnett\jordan-barnett-1,2018,2018,Missouri,SEC,32,1091,18.1,.618,.579,5.7,13.7,10.0,6.9,1.3,1.9,12.3,19.3,394,121.2,102.9,2.7,1.5,4.3,5.2,2.1,7.3
208,Devontae Cacok\devontae-cacok-1,2018,2018,North Carolina-Wilmington,CAA,32,942,29.2,.597,.585,17.2,32.3,24.3,6.3,1.9,2.1,13.2,26.6,541,118.6,105.6,3.2,1.1,4.3,2.0,-1.3,0.7
209,JoJo Cooper\jojo-cooper-1,2018,2018,Wagner,NEC,33,1202,17.2,.523,.472,3.4,12.7,7.9,33.3,2.3,0.1,19.5,22.4,530,108.8,100.1,2.3,2.0,4.3,0.5,0.0,0.6
210,David DiLeo\david-dileo-1,2018,2018,Central Michigan,MAC,36,1210,17.3,.557,.524,6.3,16.2,11.2,7.7,1.6,0.9,6.3,17.6,428,124.0,106.9,3.1,1.3,4.3,3.3,-1.6,1.7
211,Nick Dixon\nick-dixon-1,2018,2018,Texas-Rio Grande Valley,WAC,33,978,24.5,.585,.509,5.3,10.4,7.7,18.8,2.5,0.6,12.5,30.6,614,114.6,104.7,3.1,1.2,4.3,6.0,-1.6,4.4
212,Malcolm Drumwright\malcolm-drumwright-1,2018,2018,Jacksonville State,OVC,36,1231,14.7,.528,.490,1.5,6.7,4.2,20.1,1.2,0.2,9.5,20.3,462,115.0,103.6,2.6,1.7,4.3,1.6,-2.2,-0.5
213,Jakeenan Gant\jakeenan-gant-1,2018,2018,Louisiana,Sun Belt,32,815,25.7,.615,.601,9.7,15.7,12.7,6.9,1.2,9.3,9.9,22.7,379,124.0,96.0,2.6,1.7,4.3,3.1,3.6,6.7
214,Rui Hachimura\rui-hachimura-1,2018,2018,Gonzaga,WCC,37,765,25.0,.624,.577,7.4,17.9,12.9,5.5,1.4,2.7,11.4,25.1,386,123.7,96.2,2.7,1.6,4.3,2.5,1.7,4.1
215,Justinian Jessup\justinian-jessup-1,2018,2018,Boise State,MWC,32,943,18.6,.645,.632,1.8,16.9,9.4,10.9,2.6,2.2,13.0,17.4,333,122.9,94.8,2.3,2.0,4.3,4.6,4.3,8.9
216,Jeremiah Martin\jeremiah-martin-1,2018,2018,Memphis,AAC,27,936,25.2,.577,.516,2.6,12.0,7.4,25.5,3.9,2.2,14.2,28.3,489,116.7,103.4,3.0,1.3,4.3,6.4,1.4,7.7
217,James Palmer\james-palmer-1,2018,2018,Nebraska,Big Ten,33,1024,22.4,.554,.496,4.5,10.5,7.6,21.9,1.8,1.4,12.3,29.0,547,112.9,103.3,2.9,1.4,4.3,5.7,0.8,6.4
218,Dererk Pardon\dererk-pardon-1,2018,2018,Northwestern,Big Ten,32,993,22.1,.625,.619,12.7,15.5,14.0,8.4,1.1,7.0,13.5,17.8,361,123.8,101.0,2.7,1.6,4.3,3.8,5.2,9.0
219,Shamorie Ponds\shamorie-ponds-1,2018,2018,St. John's (NY),Big East,30,1110,23.7,.523,.464,3.6,11.6,7.6,28.9,3.5,0.3,11.7,31.7,656,107.2,101.2,2.5,1.7,4.3,5.7,1.5,7.2
220,Justin Robinson\justin-robinson-3,2018,2018,Virginia Tech,ACC,33,1021,20.4,.592,.543,3.1,7.5,5.4,32.9,2.3,0.2,17.5,24.0,525,117.6,105.6,3.1,1.2,4.3,5.6,0.6,6.2
221,Averyl Ugba\averyl-ugba-1,2018,2018,Austin Peay,OVC,34,1020,23.2,.595,.571,10.9,21.5,15.8,7.1,0.9,4.2,14.6,24.9,495,115.4,101.7,2.7,1.6,4.3,1.5,0.1,1.6
222,Nick Ward\nick-ward-1,2018,2018,Michigan State,Big Ten,35,662,32.4,.651,.650,18.3,23.4,21.2,5.9,1.0,7.3,14.8,29.8,381,121.7,90.2,2.6,1.7,4.3,5.0,3.9,8.8
223,Colton Weisbrod\colton-weisbrod-1,2018,2018,Lamar,Southland,33,1124,18.3,.526,.485,8.7,18.1,13.1,10.9,1.9,0.6,12.6,22.2,479,110.0,97.7,2.1,2.1,4.3,-0.7,0.1,-0.5
224,Carson Williams\carson-williams-1,2018,2018,Northern Kentucky,Horizon,32,861,21.7,.633,.622,8.5,15.1,12.0,8.4,1.9,1.8,12.6,20.1,358,122.3,95.1,2.4,1.8,4.3,1.5,1.6,3.1
225,Jaylen Barford\jaylen-barford-1,2018,2018,Arkansas,SEC,35,1094,21.8,.583,.561,3.7,10.5,7.2,16.1,1.8,1.1,11.1,27.2,581,116.2,108.7,3.3,0.9,4.2,6.8,-0.2,6.6
226,David Cohn\david-cohn-1,2018,2018,William & Mary,CAA,31,1114,20.4,.676,.619,1.1,8.6,5.1,31.2,2.5,0.0,20.3,18.8,515,128.6,115.5,3.9,0.3,4.2,4.4,-3.8,0.6
227,Xavier Cooks\xavier-cooks-1,2018,2018,Winthrop,Big South,30,894,26.4,.560,.531,8.5,23.9,16.6,25.4,1.9,7.7,17.5,30.7,539,108.6,93.7,2.2,2.0,4.2,0.2,4.7,4.9
228,Jarrett Culver\jarrett-culver-1,2018,2018,Texas Tech,Big 12,37,978,19.1,.560,.541,4.8,16.1,10.7,13.7,2.4,3.3,13.3,22.1,391,111.6,93.4,1.9,2.3,4.2,3.8,5.0,8.8
229,Josh Cunningham\josh-cunningham-1,2018,2018,Dayton,A-10,31,981,24.0,.673,.660,10.8,23.3,17.2,12.3,1.0,1.6,16.5,23.5,458,122.6,107.6,3.3,1.0,4.2,4.2,0.0,4.2
230,Hayden Dalton\hayden-dalton-1,2018,2018,Wyoming,MWC,33,1098,20.7,.605,.560,4.7,21.5,13.2,16.8,1.5,1.5,14.5,25.2,557,111.8,101.9,2.5,1.6,4.2,3.8,1.5,5.3
231,Armon Fletcher\armon-fletcher-1,2018,2018,Southern Illinois,MVC,32,1011,21.1,.589,.549,5.6,13.7,9.7,11.2,2.2,1.9,9.6,22.3,425,119.0,103.2,2.8,1.4,4.2,3.9,0.2,4.2
232,Jordan Ford\jordan-ford-1,2018,2018,Saint Mary's (CA),WCC,36,988,19.1,.614,.595,2.5,10.0,6.5,10.8,2.0,0.2,8.7,20.1,361,124.3,103.2,2.8,1.4,4.2,4.8,0.7,5.5
233,Shep Garner\shep-garner-1,2018,2018,Penn State,Big Ten,39,1279,13.6,.640,.626,0.7,6.6,3.7,7.3,1.6,0.3,11.9,15.7,376,122.0,104.6,2.6,1.6,4.2,5.5,0.6,6.1
234,Kyle Guy\kyle-guy-1,2018,2018,Virginia,ACC,34,1102,16.8,.531,.512,1.5,8.5,5.1,9.9,2.1,0.1,8.5,26.1,419,106.0,94.7,1.8,2.4,4.2,3.5,2.2,5.7
235,Jared Harper\jared-harper-12,2018,2018,Auburn,SEC,34,1038,18.3,.556,.459,1.4,7.2,4.3,31.8,2.1,0.1,15.1,21.4,499,119.8,105.5,3.0,1.2,4.2,5.6,-0.4,5.2
236,Taveion Hollingsworth\taveion-hollingsworth-1,2018,2018,Western Kentucky,CUSA,38,1312,15.7,.593,.544,2.9,8.2,5.7,9.4,1.7,0.4,13.6,18.9,477,115.9,106.2,2.7,1.4,4.2,3.3,0.5,3.9
237,T.J. Holyfield\tj-holyfield-1,2018,2018,Stephen F. Austin,Southland,35,956,20.3,.624,.593,10.3,17.3,13.8,5.8,2.3,5.8,20.8,22.4,425,110.2,91.7,1.8,2.4,4.2,-0.2,3.0,2.8
238,Donte Ingram\donte-ingram-1,2018,2018,Loyola (IL),MVC,38,1161,16.2,.570,.554,2.5,22.0,13.4,9.6,1.8,1.4,13.0,20.3,384,106.1,93.4,1.5,2.7,4.2,1.6,2.7,4.3
239,Sagaba Konate\sagaba-konate-1,2018,2018,West Virginia,Big 12,36,915,23.8,.553,.510,10.8,23.2,16.6,4.9,0.9,15.6,11.3,20.4,372,116.8,93.4,2.1,2.1,4.2,0.6,9.2,9.8
240,Manu Lecomte\manu-lecomte-1,2018,2018,Baylor,Big 12,33,1124,17.2,.573,.515,0.8,6.3,3.7,20.1,1.1,0.0,13.2,23.8,511,118.5,108.3,3.2,1.0,4.2,5.6,-0.6,5.0
241,Evan Leonard\evan-leonard-1,2018,2018,UC-Irvine,Big West,35,981,19.3,.578,.540,1.8,10.4,6.3,14.9,2.9,0.4,12.7,24.1,432,114.8,98.1,2.4,1.8,4.2,3.5,0.9,4.4
242,Jaren Lewis\jaren-lewis-1,2018,2018,Abilene Christian,Southland,32,998,21.5,.610,.569,9.3,19.7,14.5,11.5,2.8,3.5,17.8,20.8,419,113.6,96.2,2.1,2.0,4.2,0.1,2.0,2.1
243,Zane Martin\zane-martin-1,2018,2018,Towson,CAA,32,966,23.5,.558,.530,2.1,11.3,6.7,19.6,1.5,0.7,11.8,33.1,581,113.9,106.2,3.1,1.1,4.2,3.5,-2.8,0.7
244,Martaveous McKnight\martaveous-mcknight-1,2018,2018,Arkansas-Pine Bluff,SWAC,35,1134,22.7,.561,.519,1.6,13.3,7.5,26.2,3.3,0.5,13.7,29.5,624,108.1,103.4,2.6,1.6,4.2,2.8,-2.1,0.7
245,Shake Milton\malik-milton-1,2018,2018,Southern Methodist,AAC,22,800,24.2,.606,.551,2.1,13.5,7.7,25.9,2.4,2.3,13.3,25.0,381,122.8,100.4,2.8,1.3,4.2,6.4,1.4,7.9
246,Shaquille Morris\shaquille-morris-1,2018,2018,Wichita State,AAC,33,783,26.8,.611,.582,8.2,18.4,13.4,11.4,1.3,7.6,11.3,26.5,407,122.0,98.8,2.7,1.4,4.2,4.4,4.5,8.9
247,Jordan Murphy\jordan-murphy-1,2018,2018,Minnesota,Big Ten,32,1019,25.9,.574,.539,13.2,24.5,18.8,9.6,2.2,3.2,15.0,26.4,527,112.0,100.9,2.6,1.6,4.2,3.2,2.4,5.6
248,Roddy Peters\roddy-peters-1,2018,2018,Nicholls State,Southland,32,858,26.4,.577,.527,3.6,20.1,12.0,33.6,2.7,0.7,18.2,35.3,625,109.3,97.1,2.5,1.7,4.2,1.3,0.6,1.9
249,Theo Pinson\theo-pinson-1,2018,2018,North Carolina,ACC,37,1100,18.9,.563,.495,5.4,17.6,11.6,27.2,2.0,2.0,20.9,18.1,447,116.0,101.5,2.5,1.7,4.2,4.1,4.7,8.8
250,Giddy Potts\giddy-potts-1,2018,2018,Middle Tennessee,CUSA,33,1051,17.0,.575,.538,1.7,14.8,8.2,11.0,2.5,0.9,12.4,21.1,397,113.8,97.3,2.2,2.0,4.2,3.7,2.5,6.2
251,Tyler Rawson\tyler-rawson-1,2018,2018,Utah,Pac-12,35,1093,18.7,.592,.560,4.6,20.1,12.9,23.1,1.3,3.3,17.5,19.1,413,115.1,99.7,2.4,1.9,4.2,4.1,4.7,8.8
252,Kassius Robertson\kassius-robertson-1,2018,2018,Missouri,SEC,33,1187,16.5,.606,.563,0.9,8.2,4.8,14.0,1.6,0.2,14.8,22.7,484,115.4,105.6,2.8,1.4,4.2,5.2,0.5,5.7
253,Chris Silva\chris-silva-1,2018,2018,South Carolina,SEC,33,851,24.9,.581,.476,13.8,21.8,17.6,11.2,1.4,6.4,17.6,28.2,469,113.1,95.3,2.4,1.8,4.2,2.8,5.3,8.1
254,Lamar Stevens\lamar-stevens-1,2018,2018,Penn State,Big Ten,39,1290,18.1,.527,.495,4.9,16.2,10.6,11.6,1.1,3.6,13.2,26.0,568,105.5,100.2,2.1,2.1,4.2,0.6,2.6,3.2
255,B.J. Stith\bj-stith-1,2018,2018,Old Dominion,CUSA,32,1006,18.1,.559,.515,2.7,17.8,10.2,11.0,1.5,0.6,10.9,23.3,404,112.6,96.0,2.1,2.1,4.2,1.7,0.7,2.4
256,Reed Tellinghuisen\reed-tellinghuisen-1,2018,2018,South Dakota State,Summit,35,1079,17.2,.599,.573,3.3,13.2,8.5,8.7,0.9,2.0,6.9,17.2,399,125.5,104.3,2.8,1.4,4.2,3.3,0.9,4.2
257,Conner Toolson\conner-toolson-1,2018,2018,Utah Valley,WAC,34,1065,16.6,.598,.573,2.2,10.8,6.9,9.2,2.9,1.2,11.6,18.3,360,117.3,97.5,2.1,2.0,4.2,3.4,1.1,4.4
258,Marlain Veal\marlain-veal-1,2018,2018,Southeastern Louisiana,Southland,34,1146,18.8,.559,.503,3.1,14.7,9.0,35.1,3.3,0.4,23.0,22.1,502,108.0,98.4,2.1,2.1,4.2,1.1,1.0,2.1
259,Kyle Washington\kyle-washington-2,2018,2018,Cincinnati,AAC,36,838,21.3,.560,.535,8.3,18.2,13.3,3.6,0.6,7.0,11.0,24.5,345,112.8,88.0,1.8,2.3,4.2,0.0,4.3,4.3
260,Mike Watkins\mike-watkins-1,2018,2018,Penn State,Big Ten,29,764,28.5,.678,.685,8.9,30.6,19.8,5.4,2.2,9.6,16.0,20.4,309,121.6,88.6,2.1,2.1,4.2,2.3,7.4,9.6
261,Kenny Williams\kenny-williams-3,2018,2018,North Carolina,ACC,37,1149,16.9,.609,.598,3.7,8.8,6.3,12.6,1.8,1.7,10.3,15.7,387,127.0,105.7,2.8,1.3,4.2,6.4,2.8,9.2
262,Isaiah Wright\isaiah-wright-1,2018,2018,San Diego,WCC,34,1173,17.2,.575,.532,1.2,15.7,8.7,33.5,2.2,0.4,20.9,23.0,501,107.8,99.3,2.1,2.1,4.2,1.6,1.1,2.7
263,Jamar Akoh\jamar-akoh-1,2018,2018,Montana,Big Sky,34,881,22.7,.602,.572,10.4,19.7,14.9,8.3,1.9,2.9,16.4,24.1,421,114.8,95.9,2.3,1.8,4.1,1.1,1.8,2.9
264,Javon Bess\javon-bess-1,2018,2018,Saint Louis,A-10,33,1195,17.7,.519,.432,7.6,16.7,12.1,13.6,2.1,1.3,13.6,21.5,449,110.0,101.3,2.2,1.9,4.1,1.1,1.8,2.9
265,Kerry Blackshear Jr.\kerry-blackshearjr-1,2018,2018,Virginia Tech,ACC,33,831,23.5,.634,.588,8.7,19.0,14.2,9.1,1.9,4.3,13.4,23.2,399,122.4,99.6,2.7,1.4,4.1,4.2,3.9,8.0
266,Frank Booker\frank-booker-1,2018,2018,South Carolina,SEC,33,892,19.4,.612,.579,2.6,12.8,7.4,10.2,2.4,1.1,9.5,20.6,356,123.9,99.4,2.5,1.6,4.1,6.6,2.1,8.8
267,RJ Cole\rj-cole-1,2018,2018,Howard,MEAC,33,1252,22.2,.536,.483,2.3,9.2,5.7,36.5,2.6,0.0,14.8,33.3,797,109.1,111.6,3.4,0.8,4.1,4.7,-4.3,0.4
268,Jermaine Crumpton\jermaine-crumpton-1,2018,2018,Canisius,MAAC,33,1063,20.5,.572,.536,7.3,12.6,9.9,9.7,1.2,1.8,10.7,25.9,513,115.0,104.9,2.8,1.3,4.1,1.5,-1.5,0.0
269,Jordan Davis\jordan-davis-2,2018,2018,Northern Colorado,Big Sky,38,1103,20.5,.557,.533,4.0,14.2,9.1,21.7,1.8,1.2,17.5,29.5,628,105.4,99.0,2.1,2.0,4.1,0.0,1.0,0.9
270,Angel Delgado\angel-delgado-1,2018,2018,Seton Hall,Big East,34,1049,22.6,.527,.505,14.7,28.0,21.4,16.9,1.4,2.3,16.2,24.0,511,110.3,99.9,2.3,1.8,4.1,2.6,4.3,6.9
271,Jeff Dowtin\jeff-dowtin-1,2018,2018,Rhode Island,A-10,34,1117,16.6,.524,.491,2.3,9.0,5.5,28.8,1.7,1.6,12.1,15.8,389,119.4,102.9,2.5,1.6,4.1,2.8,2.1,4.9
