Rk,Player,From,To,School,Conf,G,MP,PER,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,PProd,ORtg,DRtg,OWS,DWS,WS,OBPM,DBPM,BPM
40,Trae Young\trae-young-1,2018,2018,Oklahoma,Big 12,32,1133,28.3,.585,.518,1.3,10.0,5.8,48.6,2.5,0.7,18.2,37.1,935,114.7,108.1,4.6,1.1,5.7,11.2,0.5,11.7
41,Justin Bibbins\justin-bibbins-1,2018,2018,Utah,Pac-12,35,1222,20.2,.647,.595,1.3,8.3,5.0,26.9,2.2,0.4,15.0,20.7,530,125.1,104.3,4.0,1.6,5.6,7.0,1.1,8.1
42,Jordan Howard\jordan-howard-2,2018,2018,Central Arkansas,Southland,35,1259,24.0,.608,.549,0.9,9.6,5.3,15.9,1.5,0.0,10.0,30.2,768,119.1,109.0,4.5,1.1,5.6,5.6,-4.9,0.7
43,Cody Martin\cody-martin-1,2018,2018,Nevada,MWC,36,1284,22.0,.568,.536,5.9,13.6,9.9,24.0,2.6,4.5,14.1,20.3,567,118.9,100.6,3.5,2.1,5.6,4.1,4.6,8.8
44,Dakota Mathias\dakota-mathias-1,2018,2018,Purdue,Big Ten,37,1161,19.8,.641,.622,0.6,13.7,7.7,22.3,2.3,0.8,13.5,18.0,445,126.3,97.5,3.4,2.2,5.6,7.4,3.1,10.5
45,Matt Rafferty\matt-rafferty-1,2018,2018,Furman,Southern,33,868,27.5,.643,.624,9.8,21.3,15.6,19.4,3.5,2.7,10.3,18.5,399,136.1,91.7,3.5,2.1,5.6,5.0,4.8,9.8
46,Zhaire Smith\zhaire-smith-1,2018,2018,Texas Tech,Big 12,37,1051,23.0,.618,.588,9.6,11.1,10.4,12.6,2.3,4.8,10.8,18.3,417,128.7,95.1,3.3,2.2,5.6,5.7,6.4,12.0
47,Miles Bridges\miles-bridges-1,2018,2018,Michigan State,Big Ten,34,1067,22.6,.572,.535,5.2,18.2,12.5,16.9,1.2,2.5,11.6,27.1,531,118.2,95.5,3.3,2.2,5.5,5.7,3.5,9.2
48,Jordan Caroline\jordan-caroline-1,2018,2018,Nevada,MWC,37,1290,21.5,.560,.513,8.8,18.8,13.9,12.0,1.1,0.5,10.8,25.6,660,116.6,104.1,3.8,1.7,5.5,3.5,-0.1,3.4
49,Joe Chealey\joe-chealey-1,2018,2018,College of Charleston,CAA,34,1202,22.2,.559,.465,2.3,13.5,8.0,20.7,1.5,0.4,9.7,27.1,618,118.9,105.3,4.1,1.4,5.5,3.7,-1.0,2.6
50,Donte DiVincenzo\donte-divincenzo-1,2018,2018,Villanova,Big East,40,1170,20.9,.608,.590,4.9,13.9,9.6,20.0,2.0,0.7,15.2,22.4,557,121.3,101.3,3.7,1.8,5.5,6.7,2.9,9.6
51,Fletcher Magee\fletcher-magee-1,2018,2018,Wofford,Southern,34,1143,25.3,.654,.625,1.0,9.8,5.4,11.5,1.6,0.3,9.0,29.2,619,123.7,109.1,4.5,1.0,5.5,7.4,-4.2,3.2
52,Caleb Martin\caleb-martin-1,2018,2018,Nevada,MWC,36,1199,23.2,.590,.556,3.3,14.6,9.1,14.9,2.1,1.9,9.6,26.7,624,118.4,102.7,3.8,1.7,5.5,6.3,0.6,6.9
53,Ja Morant\temetrius-morant-1,2018,2018,Murray State,OVC,32,1088,21.2,.569,.505,6.3,15.5,11.2,33.1,1.6,1.3,18.2,20.4,503,122.6,99.1,3.5,1.9,5.5,3.6,1.8,5.4
54,Darius Thompson\darius-thompson-1,2018,2018,Western Kentucky,CUSA,38,1354,19.6,.572,.534,2.1,11.0,6.8,23.3,2.5,1.4,12.7,19.2,551,120.0,102.8,3.5,1.9,5.5,5.1,2.0,7.1
55,Allonzo Trier\allonzo-trier-1,2018,2018,Arizona,Pac-12,33,1124,22.6,.656,.595,1.3,9.1,5.5,17.4,1.1,1.1,13.3,23.9,558,129.2,108.4,4.5,1.0,5.5,7.9,-0.2,7.7
56,Trevon Bluiett\trevon-bluiett-1,2018,2018,Xavier,Big East,35,1200,21.3,.608,.551,3.0,14.9,9.3,13.3,1.2,0.8,11.2,25.5,618,121.8,105.8,4.0,1.4,5.4,7.1,0.8,7.9
57,Yoeli Childs\yoeli-childs-1,2018,2018,Brigham Young,WCC,35,1191,25.0,.576,.557,7.7,23.5,15.9,14.6,1.5,6.2,12.3,27.7,600,111.6,96.2,3.0,2.4,5.4,1.4,4.6,6.0
58,Chris Cokley\chris-cokley-1,2018,2018,Alabama-Birmingham,CUSA,32,870,30.6,.621,.582,14.3,22.0,18.4,12.3,1.2,1.8,9.7,28.0,509,127.0,99.3,3.9,1.5,5.4,5.0,0.1,5.2
59,Joe Cremo\joe-cremo-1,2018,2018,Albany (NY),AEC,32,1128,22.0,.604,.554,2.1,11.8,6.9,21.5,1.4,0.9,12.6,24.3,546,123.7,104.4,4.0,1.4,5.4,5.0,-0.9,4.1
60,Vince Edwards\vince-edwards-2,2018,2018,Purdue,Big Ten,35,1106,21.8,.587,.544,8.4,18.6,13.9,17.1,1.0,2.0,14.0,23.8,531,118.8,97.9,3.4,2.1,5.4,5.6,3.3,8.9
61,Justin Johnson\justin-johnson-7,2018,2018,Western Kentucky,CUSA,38,1314,21.3,.569,.566,7.9,23.0,15.9,7.0,1.2,2.2,9.8,22.1,559,115.9,100.2,3.2,2.2,5.4,2.8,1.3,4.1
62,Garrison Mathews\garrison-matthews-1,2018,2018,Lipscomb,A-Sun,33,1003,25.2,.620,.563,4.5,15.2,9.8,12.1,1.7,0.9,11.0,29.6,634,121.5,101.4,3.8,1.6,5.4,5.5,-1.8,3.7
63,Luke Maye\luke-maye-1,2018,2018,North Carolina,ACC,37,1193,23.8,.547,.535,10.3,22.8,16.7,13.8,1.7,3.5,10.8,25.0,592,116.4,99.4,3.3,2.1,5.4,5.2,4.4,9.6
64,Josh Perkins\josh-perkins-1,2018,2018,Gonzaga,WCC,37,1216,17.5,.579,.556,1.9,8.6,5.4,25.9,2.1,0.3,16.4,19.2,507,120.3,99.7,3.3,2.1,5.4,5.1,1.6,6.7
65,Killian Tillie\killian-tillie-1,2018,2018,Gonzaga,WCC,36,944,25.4,.669,.652,7.8,17.4,12.9,11.5,1.8,4.2,14.1,21.4,436,128.1,94.5,3.4,2.1,5.4,6.0,4.7,10.6
66,Ahmad Caver\ahmad-caver-1,2018,2018,Old Dominion,CUSA,32,1189,19.6,.520,.493,1.8,9.0,5.4,31.6,3.7,0.5,13.0,21.6,492,113.5,94.7,2.7,2.6,5.3,4.0,1.9,5.9
67,Amanze Egekeze\amanze-egekeze-1,2018,2018,Belmont,OVC,33,1139,21.0,.664,.638,4.4,16.3,10.8,5.2,1.0,0.7,9.1,21.2,473,127.5,103.2,3.7,1.6,5.3,4.9,-0.8,4.0
68,Nick King\nick-king-1,2018,2018,Middle Tennessee,CUSA,33,1086,25.7,.569,.535,8.6,22.8,15.6,13.6,1.2,0.8,13.4,33.1,645,111.8,98.1,3.2,2.0,5.3,3.1,1.1,4.2
69,Jordan McLaughlin\jordan-mclaughlin-1,2018,2018,Southern California,Pac-12,36,1270,21.3,.561,.525,2.4,9.8,6.1,38.5,3.3,0.7,18.3,20.1,567,118.7,103.2,3.6,1.8,5.3,5.3,1.8,7.1
70,Roosevelt Smart\roosevelt-smart-1,2018,2018,North Texas,CUSA,38,1274,19.4,.574,.516,1.5,12.4,6.9,5.7,1.0,0.9,9.1,27.7,638,115.5,103.7,3.6,1.7,5.3,3.9,-2.6,1.4
71,Reid Travis\reid-travis-1,2018,2018,Stanford,Pac-12,35,1190,23.5,.579,.546,10.2,18.0,14.3,8.9,1.2,0.3,10.9,26.8,639,118.1,104.6,3.8,1.5,5.3,4.0,0.5,4.5
72,Desonta Bradford\desonta-bradford-1,2018,2018,East Tennessee State,Southern,33,1075,22.0,.567,.529,2.9,16.5,10.1,21.0,3.3,1.7,13.9,24.2,499,114.0,92.6,2.7,2.6,5.2,2.6,3.2,5.8
73,Anthony Cowan\anthony-cowan-1,2018,2018,Maryland,Big Ten,32,1184,19.9,.584,.501,0.8,12.3,7.1,27.2,2.4,0.9,17.1,23.2,531,117.3,100.8,3.3,1.9,5.2,5.2,2.5,7.6
74,Shai Gilgeous-Alexander\shai-gilgeous-alexander-1,2018,2018,Kentucky,SEC,37,1248,21.2,.578,.516,3.2,10.0,6.8,28.8,2.8,1.7,17.9,21.9,571,116.5,101.8,3.3,1.9,5.2,5.5,3.6,9.1
75,Brandon Goodwin\brandon-goodwin-1,2018,2018,Florida Gulf Coast,A-Sun,34,1135,22.5,.559,.515,4.0,13.9,9.3,26.0,2.2,0.4,15.0,28.0,652,113.8,99.7,3.3,1.9,5.2,2.6,0.1,2.7
76,Ajdin Penava\ajdin-penava-1,2018,2018,Marshall,CUSA,34,1001,27.6,.643,.610,7.5,22.0,15.2,12.6,1.7,11.8,14.0,22.8,509,121.1,95.1,3.1,2.2,5.2,2.5,6.6,9.2
77,Ed Polite Jr.\ed-politejr-1,2018,2018,Radford,Big South,36,1154,23.4,.555,.506,8.3,22.4,15.1,10.5,3.7,3.7,13.4,23.2,463,113.1,94.1,2.6,2.6,5.2,1.1,3.7,4.8
78,Vasa Pusica\vasa-pusica-1,2018,2018,Northeastern,CAA,33,1132,21.9,.649,.605,1.0,11.8,6.7,31.1,1.9,0.4,19.9,26.6,596,117.3,103.1,3.6,1.6,5.2,4.4,-0.4,4.0
79,Omari Spellman\omari-spellman-1,2018,2018,Villanova,Big East,40,1125,20.6,.588,.573,9.9,23.1,16.8,4.3,1.3,5.5,9.8,18.3,425,122.8,96.7,2.9,2.2,5.2,3.9,4.6,8.5
80,Daryl Macon\daryl-macon-1,2018,2018,Arkansas,SEC,35,1082,23.2,.621,.557,1.4,9.2,5.3,23.2,1.9,0.2,11.8,24.3,576,126.4,109.7,4.2,0.8,5.1,8.7,-0.8,7.9
81,Matt Mooney\matt-mooney-1,2018,2018,South Dakota,Summit,34,1040,23.8,.558,.520,2.5,11.9,7.4,19.9,3.6,0.4,12.6,30.6,603,111.4,94.3,2.8,2.3,5.1,3.8,1.6,5.4
82,Isaiah Reese\isaiah-reese-1,2018,2018,Canisius,MAAC,33,1102,23.0,.590,.559,1.9,18.8,10.3,28.0,3.8,0.5,15.6,25.4,547,114.9,97.6,3.0,2.1,5.1,4.3,1.6,5.9
83,Grant Riller\grant-riller-1,2018,2018,College of Charleston,CAA,33,1110,24.3,.632,.611,1.5,8.4,5.0,14.2,2.3,1.4,11.7,26.6,546,119.8,104.8,3.7,1.4,5.1,4.4,-0.7,3.6
84,TJ Shorts II\tj-shortsii-1,2018,2018,UC-Davis,Big West,33,1043,23.6,.598,.537,1.5,12.8,7.3,30.5,3.6,0.9,16.5,25.1,513,116.1,96.5,3.0,2.1,5.1,3.2,2.1,5.3
85,Terry Taylor\terry-taylor-5,2018,2018,Austin Peay,OVC,34,1070,24.5,.620,.594,13.7,18.8,16.1,4.8,1.1,3.8,12.5,22.0,498,124.5,102.5,3.6,1.6,5.1,3.8,-0.3,3.5
86,Gary Trent Jr.\gary-trentjr-1,2018,2018,Duke,ACC,37,1253,16.7,.567,.528,2.9,10.3,6.8,6.8,1.9,0.4,7.4,19.5,468,124.4,102.7,3.3,1.8,5.1,5.4,1.8,7.2
87,Stephen Brown\stephen-brown-2,2018,2018,Bucknell,Patriot,35,1059,21.8,.602,.565,1.9,10.0,6.1,28.1,2.1,0.8,12.2,23.1,533,122.1,102.3,3.5,1.5,5.0,5.1,-0.4,4.8
88,Kellan Grady\kellan-grady-1,2018,2018,Davidson,A-10,33,1163,21.4,.611,.585,2.6,8.8,5.8,11.3,1.4,0.3,6.2,24.7,522,122.4,107.0,3.8,1.2,5.0,5.7,-1.2,4.5
89,Isaac Haas\isaac-haas-1,2018,2018,Purdue,Big Ten,35,818,28.8,.659,.617,9.6,18.8,14.6,6.8,0.4,5.8,12.9,28.5,461,124.7,96.6,3.4,1.6,5.0,4.0,2.6,6.7
90,Jeremy Harris\jeremy-harris-2,2018,2018,Buffalo,MAC,36,1197,20.0,.597,.578,4.3,14.8,9.5,10.9,1.6,2.2,9.0,20.0,510,123.5,103.3,3.4,1.6,5.0,4.7,1.1,5.8
91,Chandler Hutchison\chandler-hutchison-1,2018,2018,Boise State,MWC,31,961,25.9,.575,.528,3.4,25.6,14.6,24.1,2.7,0.9,16.2,33.2,603,110.8,93.3,2.8,2.2,5.0,3.6,4.3,7.9
92,Tanner Leissner\tanner-leissner-1,2018,2018,New Hampshire,AEC,31,1111,22.5,.552,.495,7.9,14.1,10.8,13.6,0.8,1.1,8.7,26.6,556,118.3,103.7,3.6,1.5,5.0,3.1,-1.1,2.0
93,Juwan Morgan\juwan-morgan-1,2018,2018,Indiana,Big Ten,31,912,29.5,.614,.602,10.7,18.5,14.6,12.0,2.4,5.4,10.9,26.2,473,122.7,99.3,3.4,1.6,5.0,6.6,4.4,11.0
94,Marcquise Reed\marcquise-reed-1,2018,2018,Clemson,ACC,35,1221,19.4,.560,.508,2.6,12.6,7.8,19.5,2.8,0.0,14.0,24.5,547,111.5,98.3,2.7,2.2,5.0,4.7,2.9,7.6
95,Ahmaad Rorie\ahmaad-rorie-1,2018,2018,Montana,Big Sky,34,1218,19.1,.530,.483,3.0,9.9,6.4,19.9,2.0,0.5,10.8,24.9,577,113.8,100.8,3.0,2.0,5.0,2.9,-0.1,2.8
96,Andrew Rowsey\andrew-rowsey-1,2018,2018,Marquette,Big East,35,1143,24.0,.610,.546,1.5,9.9,5.7,28.6,1.6,0.7,14.4,30.4,714,120.9,114.7,4.7,0.4,5.0,8.2,-2.0,6.2
97,D'Marcus Simonds\dmarcus-simonds-1,2018,2018,Georgia State,Sun Belt,35,1223,23.9,.530,.496,4.5,13.8,9.4,28.7,2.9,2.6,15.4,35.2,759,104.8,97.5,2.6,2.3,5.0,1.6,1.2,2.8
98,Deshon Taylor\deshon-taylor-1,2018,2018,Fresno State,MWC,32,1083,21.5,.609,.523,1.4,10.2,5.8,14.2,2.6,0.5,14.5,26.0,540,118.1,101.8,3.3,1.6,5.0,4.5,0.0,4.6
99,Quinndary Weatherspoon\quinndary-weatherspoon-1,2018,2018,Mississippi State,SEC,37,1162,21.4,.582,.539,5.7,15.8,11.0,20.8,2.6,1.2,17.8,24.3,544,112.8,98.0,2.8,2.2,5.0,4.8,3.2,8.0
100,Frank Bartley\frank-bartley-1,2018,2018,Louisiana,Sun Belt,33,1014,20.8,.597,.539,2.3,10.7,6.6,12.0,2.4,0.3,11.4,25.6,512,121.2,100.3,3.3,1.7,4.9,4.5,-1.0,3.5
101,Malik Benlevi\malik-benlevi-1,2018,2018,Georgia State,Sun Belt,35,1225,16.7,.584,.571,5.0,15.7,10.6,8.5,2.4,3.4,7.7,13.2,338,124.7,97.3,2.5,2.4,4.9,2.5,2.5,5.0
102,Grant Benzinger\grant-benzinger-1,2018,2018,Wright State,Horizon,35,1219,15.5,.549,.500,4.5,13.4,8.9,6.8,1.2,0.7,7.7,20.2,455,115.4,97.6,2.5,2.3,4.9,1.8,0.2,2.0
103,Corey Davis Jr.\corey-davisjr-1,2018,2018,Houston,AAC,35,1057,18.1,.621,.597,2.5,8.8,5.7,14.7,1.7,0.1,11.9,19.8,420,124.9,99.7,3.1,1.8,4.9,6.9,1.5,8.4
104,Jon Axel Gudmundsson\jonaxel-gudmundsson-1,2018,2018,Davidson,A-10,33,1182,19.7,.600,.561,1.6,18.8,10.6,25.6,2.3,0.1,16.5,20.5,479,118.1,101.9,3.1,1.8,4.9,4.5,2.2,6.7
105,Jerrick Harding\jerrick-harding-1,2018,2018,Weber State,Big Sky,31,1019,25.5,.633,.590,2.5,9.3,6.2,12.1,1.8,0.5,12.1,31.7,606,116.3,103.3,3.5,1.4,4.9,3.3,-2.8,0.4
106,Aaron Holiday\aaron-holiday-1,2018,2018,UCLA,Pac-12,33,1244,21.1,.609,.557,1.6,8.7,5.3,29.9,1.9,0.7,18.5,26.7,686,115.4,108.1,3.7,1.2,4.9,6.4,-0.1,6.2
107,Jemerrio Jones\jemerrio-jones-1,2018,2018,New Mexico State,WAC,34,964,23.6,.513,.509,14.4,36.4,25.4,20.7,2.1,2.2,18.1,22.4,433,107.5,83.2,1.7,3.1,4.9,1.5,6.3,7.8
108,Cameron Krutwig\cameron-krutwig-1,2018,2018,Loyola (IL),MVC,38,899,24.7,.628,.598,11.4,20.6,16.6,15.3,1.3,3.4,15.0,23.1,413,120.8,93.7,2.9,2.1,4.9,3.0,4.0,7.0
109,Drew McDonald\drew-mcdonald-1,2018,2018,Northern Kentucky,Horizon,32,979,23.0,.567,.530,7.6,27.5,18.0,14.7,0.9,1.8,12.7,27.9,517,112.8,92.4,2.6,2.3,4.9,1.6,1.0,2.5
110,Malik Newman\malik-newman-1,2018,2018,Kansas,Big 12,39,1234,19.1,.606,.568,2.0,15.2,9.0,11.2,1.9,0.5,11.1,20.8,505,120.2,103.3,3.2,1.7,4.9,5.5,1.9,7.4
111,Zach Norvell Jr.\zach-norvelljr-1,2018,2018,Gonzaga,WCC,37,999,20.3,.595,.565,4.7,11.3,8.1,14.4,2.4,0.3,12.8,22.5,456,120.9,98.0,3.0,1.9,4.9,5.9,1.9,7.8
112,Eric Paschall\eric-paschall-1,2018,2018,Villanova,Big East,38,1133,18.3,.637,.600,7.6,12.9,10.4,11.7,1.8,2.2,16.9,16.9,428,125.0,101.4,3.1,1.8,4.9,5.6,4.4,10.0
113,Josh Reaves\josh-reaves-1,2018,2018,Penn State,Big Ten,34,1048,20.7,.582,.560,6.6,12.7,9.7,18.7,4.2,1.8,13.5,17.3,385,122.1,95.5,2.7,2.2,4.9,5.9,5.3,11.2
114,Jeff Roberson\jeff-roberson-1,2018,2018,Vanderbilt,SEC,32,1102,23.7,.634,.569,6.6,18.4,12.4,9.8,1.5,1.0,10.3,22.7,509,129.1,111.1,4.2,0.7,4.9,7.6,0.4,7.9
115,Jerome Robinson\jerome-robinson-2,2018,2018,Boston College,ACC,35,1260,21.3,.608,.564,1.5,9.7,5.6,19.5,1.4,0.4,13.9,27.3,668,117.0,109.3,3.9,1.0,4.9,5.8,-1.3,4.4
116,Junior Robinson\lamont-robinson-1,2018,2018,Mount St. Mary's,NEC,32,1162,23.8,.586,.523,2.0,7.5,4.8,30.9,1.9,0.1,12.9,32.3,711,115.5,111.3,4.1,0.7,4.9,3.9,-4.6,-0.8
117,Landry Shamet\landry-shamet-1,2018,2018,Wichita State,AAC,32,1015,21.4,.655,.622,1.6,9.7,5.8,28.8,1.3,0.7,15.5,20.7,476,130.1,106.2,3.8,1.1,4.9,8.3,-0.1,8.2
118,Drew Urquhart\drew-urguhart-1,2018,2018,Vermont,AEC,35,838,25.4,.667,.636,7.7,20.1,14.3,15.1,0.6,5.1,11.7,21.3,375,131.9,98.6,3.3,1.5,4.9,4.5,2.6,7.1
119,Johnathan Williams\johnathan-williams-2,2018,2018,Gonzaga,WCC,37,1079,21.7,.573,.574,9.7,22.6,16.5,9.6,1.4,4.0,15.6,23.5,491,112.0,93.7,2.4,2.5,4.9,1.4,4.5,5.9
120,Francis Alonso\francis-alonso-1,2018,2018,North Carolina-Greensboro,Southern,35,1026,18.9,.579,.542,1.8,8.1,4.9,21.1,2.1,0.3,15.6,27.7,510,113.4,96.8,2.8,2.0,4.8,4.0,-0.9,3.1
121,Mohamed Bamba\mohamed-bamba-1,2018,2018,Texas,Big 12,30,906,28.3,.593,.567,12.2,28.2,20.2,3.6,1.5,13.1,12.3,21.3,377,118.5,89.6,2.4,2.4,4.8,2.4,8.9,11.2
122,Tyus Battle\tyus-battle-1,2018,2018,Syracuse,ACC,37,1443,17.5,.523,.465,1.4,7.0,4.3,13.4,2.3,0.6,11.3,28.1,643,108.0,103.6,2.9,2.0,4.8,3.2,0.6,3.7
123,Oshae Brissett\oshae-brissett-1,2018,2018,Syracuse,ACC,37,1411,17.1,.491,.414,6.9,19.4,13.3,5.5,1.9,2.7,10.9,23.7,527,106.0,97.3,2.1,2.7,4.8,0.5,2.7,3.2
124,Jarron Cumberland\jarron-cumberland-1,2018,2018,Cincinnati,AAC,36,1040,16.9,.529,.499,5.0,10.5,7.8,18.9,2.2,1.5,14.0,22.0,410,112.1,91.1,2.1,2.6,4.8,3.8,4.1,7.9
125,Clayton Custer\clayton-custer-1,2018,2018,Loyola (IL),MVC,33,1086,19.4,.646,.627,1.1,6.6,4.2,24.5,2.8,0.2,17.4,21.0,438,117.6,97.7,2.8,2.1,4.8,4.8,1.1,5.8
126,Tre'Shaun Fletcher\treshaun-fletcher-1,2018,2018,Toledo,MAC,33,1087,23.8,.558,.518,6.4,19.8,13.5,27.1,1.4,0.6,12.9,28.6,623,116.0,105.8,3.6,1.2,4.8,4.4,-0.2,4.2
127,Aric Holman\aric-holman-1,2018,2018,Mississippi State,SEC,37,852,27.2,.665,.645,11.0,22.1,16.8,6.6,1.2,8.6,13.7,20.8,375,127.5,94.7,2.9,1.9,4.8,5.0,5.2,10.2
128,Leland King\leland-king-1,2018,2018,UC-Santa Barbara,Big West,32,1017,23.5,.557,.530,7.5,28.8,18.3,12.0,1.4,0.5,8.2,24.5,473,117.9,98.2,2.9,1.9,4.8,3.1,-0.2,2.9
129,Kelan Martin\kelan-martin-1,2018,2018,Butler,Big East,35,1249,21.9,.569,.528,3.2,18.4,10.7,11.1,1.2,1.5,11.4,30.0,675,111.6,104.5,3.3,1.6,4.8,4.7,1.2,5.8
130,Sam Merrill\sam-merrill-1,2018,2018,Utah State,MWC,34,1202,19.9,.658,.633,0.7,10.4,5.5,18.8,1.7,0.7,12.8,20.8,507,124.2,108.0,3.7,1.1,4.8,5.7,-0.3,5.4
131,Terrell Miller Jr.\terrell-millerjr-1,2018,2018,Murray State,OVC,32,979,22.2,.615,.600,4.3,27.2,16.4,10.3,1.6,1.8,13.1,23.5,425,118.1,94.1,2.6,2.2,4.8,2.6,1.2,3.8
132,Elijah Minnie\elijah-minnie-1,2018,2018,Eastern Michigan,MAC,35,1098,24.7,.572,.537,5.3,16.5,11.1,7.6,3.4,7.0,13.6,28.0,525,109.0,94.0,2.3,2.5,4.8,1.8,2.8,4.7
133,Raymond Spalding\raymond-spalding-1,2018,2018,Louisville,ACC,36,995,25.6,.568,.550,13.2,20.9,17.3,9.6,3.1,6.3,13.5,22.9,452,114.4,92.8,2.4,2.4,4.8,3.5,6.5,10.0
134,Khyri Thomas\khyri-thomas-1,2018,2018,Creighton,Big East,33,1046,21.8,.650,.629,4.0,11.0,7.7,15.1,2.9,0.8,13.4,21.0,474,122.4,100.9,3.1,1.7,4.8,6.5,3.1,9.6
135,Justin Tillman\justin-tillman-1,2018,2018,Virginia Commonwealth,A-10,33,1012,27.1,.602,.588,12.2,24.4,18.3,3.3,0.6,3.6,9.7,27.9,554,118.8,103.1,3.4,1.4,4.8,3.2,-1.1,2.1
136,Reed Timmer\reed-timmer-1,2018,2018,Drake,MVC,34,1134,21.8,.624,.556,1.9,10.5,6.2,15.3,1.1,0.3,11.1,26.8,588,120.1,108.7,3.8,1.0,4.8,6.0,-2.7,3.3
137,Tres Tinkle\tres-tinkle-1,2018,2018,Oregon State,Pac-12,32,1164,22.1,.585,.531,6.0,17.7,12.0,21.2,2.3,1.8,16.2,25.3,558,114.4,102.3,3.1,1.7,4.8,4.7,2.5,7.1
138,Jaylen Adams\jaylen-adams-1,2018,2018,St. Bonaventure,A-10,28,1036,21.9,.614,.544,1.4,9.1,5.3,28.6,2.4,0.9,16.5,25.5,534,118.9,103.9,3.3,1.4,4.7,6.1,0.2,6.3
139,Keith Braxton\keith-braxton-1,2018,2018,Saint Francis (PA),NEC,31,1091,24.0,.581,.528,5.5,25.5,15.7,18.1,2.8,1.7,15.0,24.9,542,114.3,100.2,2.9,1.8,4.7,1.8,1.0,2.8
140,Dwight Coleby\dwight-coleby-1,2018,2018,Western Kentucky,CUSA,38,1050,22.4,.633,.598,11.2,21.8,16.8,3.8,1.3,6.6,15.5,18.8,414,120.7,97.9,2.7,2.0,4.7,1.8,3.7,5.6
141,Tyler Davis\tyler-davis-5,2018,2018,Texas A&M,SEC,35,1018,24.8,.606,.595,13.3,18.7,16.1,8.7,0.7,4.7,14.0,23.5,495,118.3,99.5,3.0,1.8,4.7,4.4,3.6,8.1
142,Noah Dickerson\noah-dickerson-1,2018,2018,Washington,Pac-12,34,915,26.6,.635,.572,12.3,24.3,18.4,7.1,1.4,2.2,15.6,26.8,511,120.8,101.2,3.3,1.4,4.7,3.0,0.5,3.6
143,Blake Francis\blake-francis-1,2018,2018,Wagner,NEC,32,1046,19.4,.583,.551,2.1,4.3,3.2,11.2,2.9,0.1,9.2,24.1,476,121.6,102.1,3.2,1.6,4.7,4.2,-2.0,2.1
144,Temple Gibbs\temple-gibbs-1,2018,2018,Notre Dame,ACC,36,1348,16.9,.564,.508,2.4,6.0,4.2,15.2,1.6,0.2,9.9,20.9,529,119.3,108.5,3.5,1.2,4.7,5.0,0.3,5.3
145,Ty Jerome\ty-jerome-1,2018,2018,Virginia,ACC,34,1046,18.1,.539,.513,1.4,11.3,6.4,25.5,3.5,0.1,13.8,21.7,379,110.3,90.2,2.0,2.7,4.7,4.8,4.8,9.6
146,Alize Johnson\alize-johnson-1,2018,2018,Missouri State,MVC,33,1028,24.1,.528,.481,11.4,30.4,21.0,19.3,0.9,1.5,13.6,27.1,517,112.3,97.2,2.7,2.0,4.7,4.0,1.4,5.4
147,Zach Johnson\zach-johnson-2,2018,2018,Florida Gulf Coast,A-Sun,35,1134,19.5,.579,.548,1.6,9.3,5.7,16.2,3.4,0.5,14.0,23.8,529,113.6,98.8,2.6,2.0,4.7,2.0,0.3,2.3
148,Jairus Lyles\jairus-lyles-1,2018,2018,Maryland-Baltimore County,AEC,33,1152,22.3,.560,.516,2.2,16.2,9.0,22.7,3.4,0.6,14.8,30.8,626,107.1,97.0,2.5,2.3,4.7,2.3,1.0,3.3
149,Rob Marberry\rob-marberry-1,2018,2018,Lipscomb,A-Sun,33,940,24.1,.635,.612,7.8,14.6,11.2,14.4,1.3,2.6,10.8,22.6,486,125.1,101.5,3.2,1.5,4.7,2.6,0.9,3.4
150,K.J. Maura\kj-maura-1,2018,2018,Maryland-Baltimore County,AEC,33,1159,17.6,.629,.592,1.9,5.4,3.6,26.7,3.2,0.0,17.7,15.8,410,123.3,101.7,2.9,1.8,4.7,2.7,-0.6,2.1
151,Matt Mobley\matt-mobley-1,2018,2018,St. Bonaventure,A-10,34,1277,17.9,.589,.536,1.8,13.2,7.6,13.2,1.7,0.4,13.6,24.0,560,113.8,103.9,3.0,1.7,4.7,4.3,0.0,4.3
152,Travis Munnings\travis-munnings-1,2018,2018,Louisiana-Monroe,Sun Belt,32,1106,21.3,.579,.558,5.7,19.2,12.4,14.9,2.2,0.7,10.7,23.4,483,116.5,100.2,2.9,1.8,4.7,2.9,0.0,2.8
153,Payton Pritchard\payton-pritchard-1,2018,2018,Oregon,Pac-12,36,1265,18.3,.583,.554,1.7,11.4,6.6,25.3,2.3,0.0,14.5,20.8,536,118.7,106.5,3.3,1.4,4.7,4.6,0.4,5.0
154,Thomas Wilder\thomas-wilder-1,2018,2018,Western Michigan,MAC,32,1050,25.1,.557,.484,2.4,13.6,7.8,27.6,3.4,1.2,12.7,29.4,601,115.4,104.2,3.4,1.4,4.7,4.5,-0.1,4.5
155,Kyle Allman\kyle-allman-1,2018,2018,Cal State Fullerton,Big West,32,1053,22.4,.598,.544,1.3,10.5,6.2,16.4,2.0,0.6,12.4,28.8,568,115.4,103.0,3.2,1.5,4.6,3.4,-1.2,2.2
